company,claim
firstresources,"In 2024, we reused
Examples of our IPM approach include the use of barn glyphosate, extended application intervals and thereby 92% of POME and over 98% of EFB as organic fertilisers."
firstresources,"To improve soil fertility, we
ORGANIC FERTILISER cultivate land cover crops, which help increase nitrogen
EFB (tonnes) 511,015 566,573 616,689 664,489 701,944 levels, reduce runoff, and suppress weed growth."
firstresources,"Additionally, we support integrated health
posts (posyandu), which provide health programmes
for mothers, infants, and children under the “Healthy
Together with First Resources” scheme, including
growth and development assessments, nutritional
education, maternal health check-ups, immunisations, more than IDR 3 billion was allocated to support road promote forest conservation and protection efforts in
and vaccinations."
firstresources,"framework to proactively identify, assess, and
address potential human rights impacts throughout
our operations."
firstresources,"This capacity-building programme, led
by third-party human rights experts, aimed to equip
participants with a comprehensive understanding
of human rights and associated risks, particularly in
the palm oil industry."
firstresources,"addition to the minimum wage to ensure workers and To promote transparency, we proactively provide
families attain a decent standard of living."
firstresources,"Total Quality Indonesia, aiming to foster a positive work promoted continuous improvement and innovation
culture and enhance productivity in the downstream
environment."
firstresources,"This reporting tool was Awareness 0% 0% the EUDR, the industry-adopted NDPE IRF, and
designed by members of the Palm Oil Collaboration deforestation and conversion-free (DCF) standards."
firstresources,8 The supplier has made commitments to ensure that all volumes comply with the relevant no deforestation and no peat commitments and is planning or implement it for existing suppliers in 2025.
firstresources,• Regional Sustainability Teams Implementing climate-related actions.
firstresources,"scenario (low emissions) with higher transition risks
In accordance with best practice, First Resources’ and a scenario with increased physical climate-related
In 2022, 60 First Resources assets12 were assessed assessment was conducted using publicly available risks (very high emissions)."
firstresources,reach net-zero by 2100.
firstresources,"HCS forest areas to be protected and degraded land (ISCC) – A certification system that promotes the
with low carbon and biodiversity values that may be sustainable cultivation, processing and utilisation of PalmGHG Calculator – A tool developed by the
developed."
firstresources,"It is geared towards GHG RSPO Greenhouse Gas Working Group to allow
emissions reduction, sustainable land use, protection of palm oil producers to estimate and monitor their net
Human Rights Due Diligence (HRDD) – A process natural biospheres and social sustainability."
firstresources,"The Calculator also enables palm oil
through which businesses assess, prevent, mitigate, producers to identify crucial areas in their production
and account for their impact on human rights by International Union for Conservation of Nature’s Red chain and thereby guiding emission reduction
identifying, addressing, and tracking potential adverse List (IUCN Red List) – The world’s most comprehensive opportunities."
