company,claim
musimmas,committed to our net-zero goals.
musimmas,"Our energy intensity generated by our methane capture facilities to the national
efficiencies across our upstream decreased from 7.53 GJ per tonne of CPO/PK produced in 2023 grid, totaling 33.8 million kilowatt hours (kWh) in 2024."
musimmas,"operations to minimize our overall to 7.45, due to the increased volume of FFB processed."
musimmas,"About 2024 Chairman About Approach to Improve the Lives of Deliver Positive Maintain Responsible and Enduring Drive Innovation Assurance Appendices
65 Musim Mas Sustainability Report 2024 This Summary Statement Musim Mas Sustainability Smallholders, Workers, Environmental Relationships with Suppliers, in Sustainable Statement
Report Progress and Communities Impacts Customers, and Stakeholders Practices
Climate Action Positive Environmental Impacts
Using Solar Energy to Power Our Operations
As part of our commitment to reducing carbon emissions and
transitioning to net-zero, Musim Mas is trialing a rooftop solar
photovoltaic (PV) panel system at one of our facilities."
musimmas,"This initiative
aligns with our broader strategy to explore alternative green energy
sources and support environmental protection efforts."
musimmas,"Generating around 4% of the site’s electricity needs, our solar panels are
a tangible step forward in our journey toward Net Zero."
musimmas,"This initiative
underscores our commitment to sustainable energy and marks the
start of broader efforts in our decarbonization journey."
musimmas,"We estimate that
the system reduces carbon emissions by approximately 1,191 tonnes of
CO₂ equivalent per year."
musimmas,"In light of these and other successes, Musim Mas continues to explore
opportunities to scale up renewable energy usage across our operations."
musimmas,"We are
Additionally, we are endeavouring to restore natural ecosystems18 in our management
guided by our NDPE Roadmap and Biodiversity and Climate Resiliency Action Plan 2022."
musimmas,"areas affected by fire, deforestation, conversion, and non-compliance, per our NDPE
Additionally, we are committed to zero conversion of natural ecosystems within our
cut-off date."
musimmas,"To ensure that our supply chain remains
deforestation-free, we track and trace all
sourced FFB to plantation and engage
with our suppliers to ensure compliance
with our No Deforestation and No Peat
commitments."
musimmas,"Musim Mas is also committed to sourcing
coconut from deforestation-free areas,
as outlined in our Sustainable Coconut
Sourcing Strategy."
musimmas,"394
334 this initiative, we also provide educational
326
resources, agricultural equipment, and
In 2024, we identified 334 hotspots 289
incentives to communities that adopt fire-
within our concessions."
musimmas,"We monitor phosphorus and All non-hazardous waste produced by our To minimize the pollution risks associated
nitrogen levels at inlet and outlet points upstream processes is recycled or reused."
musimmas,"To further reduce the associated
and boiler ash are recycled as organic risks, we provide regular education and
See SR2024 Sustainability Performance Data for BOD
and COD levels fertilizer at our plantations."
musimmas,"Finally, we training to our workers, thus ensuring they
direct POME from our mills to our methane properly handle and segregate waste."
musimmas,"We continue to assess
and monitor our operations and supply chain for No
Deforestation and No Peat (NDP) risks per our NDP
Risk Management Framework, which is complemented
by the Agriculture Sector Roadmap to 1.5°C, a multi-
stakeholder initiative aimed at reducing emissions and
effecting a sector-wide transformation."
musimmas,"In 2024, a total of 142,201 MT of
0.7%
coconut oil was sourced from two suppliers
Musim Mas Malaysia – both of which have been assessed for their
Mills
deforestation risk."
musimmas,"By
Palm Oil Traceability
100% 100% 100% 100% 100% adapting our existing TTP method, we have
98% 98%
98%
Effectively managing and addressing 97% 97%
96% achieved 100% traceability to plantation
94%
potential deforestation and peat
for coconut oil sourced in 2024."
musimmas,"We can easily trace CPO and PK sourced
from Roundtable on Sustainable Palm Oil
(RSPO)-certified supply chains to plantation."
musimmas,"Additionally, we remain an active member of
Roadmap to 1.5°C, Musim Mas is committed traceability, calculating and reporting
the technical working group focused on strengthening the IRF methodology to benefit
to 100% of our palm oil volumes ‘Delivering’ our Verified Deforestation-Free (VDF)
the industry."
musimmas,"on our No Deforestation and No Peat status is challenging for Musim Mas and
commitments by 2025, per the NDPE the industry."
musimmas,"We continue • Determining the percentage of
to collaborate closely with them to reach 1.10% 1.20% deforestation-free supply from each mill
4.80% 4.28%
100% ‘Delivering’."
musimmas,"10.23% 18.55%
13.93% 24.01%
In 2024, our supply chain was determined
to be 99.47%* deforestation-free, and
2024 2023 2022 2021
we remain on track to ensure it is 100%
deforestation-free by 2025."
musimmas,"The KPIs assessed will include RSPO certification of independent
smallholders, training of independent smallholders, and maintaining a deforestation-free
In 2024, Musim Mas celebrated two sustainability-related financing milestones."
musimmas,"We also offer
Our efforts also extend to supporting our suppliers, further ensuring that they meet our
consumers, including children, extending certified sustainable products adhering to
customers’ stringent requirements and the highest product quality and safety standards."
musimmas,"Mineral oil in food: understanding these contaminants
Significantly, our oil palms are non-genetically
modified (non-GMO), further enhancing the We strive to minimize contamination risks
safety and quality of our products."
musimmas,"With potential yields exceeding 10 tonnes (MT) of CPO per hectare, the GS
and productivity, reduce greenhouse gas
5.86
series significantly outperforms the industry average of 3.25 MT per hectare."
musimmas,"For continuity, it will
sustainability teams in implementing receiving training on SBTi target setting, existing and emerging climate-related
build on our existing disclosures aligned to
climate-related management programs decarbonization, and best management regulatory requirements, environmental
the Taskforce on Climate-related Financial
and action plans across Musim Mas."
musimmas,"Our inaugural
linked deforestation consistent with a 1.5°C
climate risk scenario analysis, conducted
warming pathway."
musimmas,"We are proud to have
invest in methane capture facilities to
Process for identifying and
had both our near- and long-term reduction
reduce our carbon emissions and exposure
assessing climate-related risks
targets validated by the Science Based
to future carbon pricing and work closely
Targets initiative (SBTi) in October 2024."
musimmas,"This
with stakeholders to maintain compliance Process for managing climate-
• Climate Resilience and Mitigation
Risk
means compliance with the SBTi Corporate related risks
with climate-related regulations."
musimmas,"The Management
• Aligning with TCFD Recommendations
Net-Zero Standard and the SBTi Forest,
findings of our climate risk assessment
Integrating processes into
Land, and Agriculture Guidance (FLAG)."
musimmas,"will inform our upcoming roadmap and overall risk management
framework
provide a comprehensive strategy for
We track various metrics to monitor our
addressing climate-related risks."
musimmas,"We released four new oil palm seedlings (Musim Mas GS Series) with superior traits that
weather, drought, flooding and other disasters and
result in greater yield, land-use efficiency, and productivity."
musimmas,"are sustainable, in accordance with national policies
AND PRODUCTION
and priorities
Sustainability certification and compliance:
• Complying with leading industry certification and verification schemes within our operations PI L L A R 1 PI L L A R 2
to progressively raise standards in the palm oil sector; supporting leading industry certification
PI L L A R 3 PI L L A R 4
and verification schemes to delink oil palm expansion and deforestation, protect forests, optimize
productivity and efficiency, etc."
musimmas,"Climate risk and adaptation:
• Minimizing GHG emissions through targeted reduction plans; generating energy from process
13.1: Strengthen resilience and adaptive capacity to
waste, and investing in renewable energy sources (e.g., methane capture facilities)
climate-related hazards and natural disasters in all P I L L A R 2
• Adopting the TCFD framework for climate reporting."
musimmas,"SDG 13:
• Developing a net zero roadmap."
musimmas,"fire management pilot program which global methodology used in agricultural Indonesian Sustainable Palm Oil (ISPO)
Testing for BOD assesses the amount of provides training, equipment and economic land development planning and currently Indonesia’s mandatory national sustainable
organic matter in water."
musimmas,"technology needed to undertake palm oil
model separating sustainable palm oil from
Greenhouse Gas (GHG) Emissions
cultivation."
