claim,deforestation,traceability,ndpe,peat,deadline,strength,specificity,specificity_score
"PKM-P
has since been introduced as an additional fuel source at the Low-carbon fuel production
facility, reinforcing our ongoing efforts to optimise biomass
Our biodiesel capacity stands at 1.05 million tonnes annually,
utilisation and phase out high-carbon fuels across
supporting Indonesia’s B35 and B40 blending mandates.",False,False,False,False,,soft,spec,0.9429165720939636
"Our efforts have been recognised through
began construction of a steam biomass boiler, further increasing the Subroto Award, highlighting our contribution to advancing
the share of renewable energy in our thermal energy supply.",False,False,False,False,,soft,spec,0.9178930521011353
"In 2025, all
we have ceased new development in our main estates, downstream and 34 upstream mills and
shifting focus toward yield improvement and reinforcing one estate achieved PROPER blue rating,
our zero-deforestation commitment.",True,False,False,False,2025,hard,spec,0.8808456659317017
"These efforts will build on our internal application (mg/l)
increased by 1.5%, from 7.3 million cubic metres in 2024 to water stress assessments using the World Resources
7.4 million cubic metres in 2025, largely driven by higher Institute desktop water assessment conducted to identify Sumatra 1,836 1,801 1,735
operational and maintenance requirements across water-stressed areas across our operations.",False,False,False,False,2025,soft,spec,0.8506507277488708
"Peat Planted
Peat Non-Planted
Rewetting Revegetation Revitalisation
We are maintaining water levels to enhance carbon storage.",False,False,False,True,,soft,spec,0.5699872374534607
"Together, we rehabilitated 2,003
hectares of peatland to help reduce carbon emissions
and conserve critical peatland ecosystems.",False,False,False,True,,soft,spec,0.7614807486534119
"Alongside
this, we have revegetated more than 3,100 hectares of
riparian zones within our operational areas in Indonesia.",False,False,False,False,,soft,spec,0.8842453956604004
"For upstream operations, we aim
to reduce plastic waste by 20% by 2030 and 50% by 2040.",False,False,False,False,2030,soft,spec,0.9470506310462952
"In downstream operations, we are
targeting a 30% reduction in post-consumer packaging waste by 2030 and 50% by 2040.",False,False,False,False,2030,soft,spec,0.9508327841758728
"Initiatives such
as our Bank Sampah (Waste Bank) programme support employees and local communities
in sorting and recycling household waste, enabling upcycling and resale of materials.",False,False,False,False,,soft,spec,0.611927330493927
"This
community-based model helps reduce landfill waste while also supporting additional
household income and improving recycling awareness.",False,False,False,False,,soft,spec,0.6086584329605103
"Our impact on waste
Target
By 2040, reduce plastic waste to landfills in upstream operations and post-consumer
packaging waste to landfills in downstream operations by 50%.",False,False,False,False,,soft,spec,0.8401724100112915
"Action
11 million tonnes
waste recycled as fuel
or organic fertiliser
75 GOLDEN AGRI-RESOURCES LTD SUSTAINABILITY REPORT 2025
Waste Management
We have achieved 100% recovery and recycling rates for our CPO waste.",False,False,False,False,2025,soft,spec,0.8657941818237305
"This enables us to have a
Our non-hazardous waste is managed through municipal landfills, and hazardous waste is fully circular upstream production system that not only reduces landfill waste but also allows
collected by authorised third parties.",False,False,False,False,,soft,spec,0.5721076130867004
"Through this programme, we have empowered over 350 families and
repurposed over 9,000 kilograms of plastic, paper and metal into something of value, while transforming the
way communities view everyday waste.",False,False,False,False,,soft,spec,0.821885883808136
"Driving Impact
Through our sustainability framework, we aim to support 500 MSMEs under the Bright Future Initiative by 2030.",False,False,False,False,2030,soft,spec,0.8524516820907593
"Since 1999, all our products have been Halal certified.",False,False,False,False,,soft,spec,0.7601385712623596
"initiatives include recyclable mono-material
margarine tubs brown kraft paper for margarine
Sourcing and Traceability and shortening packaging.",False,True,False,False,,soft,spec,0.5472033619880676
