company,claim
gar,"Together, million hectares of high-risk landscapes two weeks, and we conduct comprehensive
the partnership supports GAR’s ability to safeguard landscapes, reduce deforestation in Southeast Asia and beyond."
gar,"Visibility helps us
This is why we also actively engage with industry peers,
prevent deforestation, protect peatlands, respect
supply chain actors, and key governments to drive broader
human rights, and respond credibly to regulatory
Target
sector transformation."
gar,"participate in national and regional initiatives to reduce
commodity-driven forest loss and advance emissions
Implementation and reductions in line with the Agriculture Sector Roadmap to Action
1.5°C."
gar,"We participate in
working groups covering the No Deforestation,
NDPE IRF (Version 5.8) Tonnes of palm products
No Peat Expansion, and No Exploitation
“Delivering” score tracked through SmartTrace
Implementation Reporting Framework, and
Production and Protection Beyond Concessions."
gar,"suppliers
Forest protection has been guided by our Forest Conservation Policy
ASSESSMENT:
since 2011, making us the first palm oil producer to implement a 509 (100%)
dedicated forest conservation policy."
gar,"Since 2014, total Deforestation, Peat Management, Fire,
productivity gains across our operations have been achieved through GHG Emissions, Waste Management."
gar,These as a key priority within our decarbonisation Sustainable Palm Oil.
gar,"efforts to share carbon-related data and advance
Roundtable on Sustainable
emissions transparency."
gar,"We participate in a range of RSPO
working groups addressing some of our most ISCC
material issues, including:
The ISCC is a globally recognised certification
system that verifies the sustainable
production and use of various types of
GHG emissions biomass across supply chains."
gar,We support Responsible Agri Commodity Sourcing Policy for non-palm sourcing by 2030.
gar,Our ambition is to achieve 100% sourcing from low-risk suppliers by 2030.
gar,"Action
Our approach focuses on improving smallholder yields on existing land,
protecting the environment, and supporting long-term livelihood resilience."
gar,"To support this, we deliver training through
in-house programmes and field visits covering good agricultural practices, integrated pest
and fertiliser management, and sustainable land stewardship."
gar,"We also work
Collective for Impact target to support smallholders
with experienced partners, such as IDH, to promote the
in these ecosystems by 2035."
gar,"GAR's
map their land through polygon mapping, assess
upstream operations provide direct replanting support
farm conditions, and engage directly with farmers to
to independent smallholders supplying to our mills,
understand their challenges, with the aim of helping
helping to address this challenge across our supply
them maximise the productivity and value of their land."
gar,"Our Impact
Through our Sawit Terampil Programme, we can verify
Our efforts contribute directly to our Collective for
land legality, improve farmers' incomes, reduce pressure
Impact commitment to train 100,000 smallholders
on forests, promote responsible farming practices, and
by 2035."
gar,"In 2025, 11,250 independent smallholders
contribute to more sustainable palm oil production."
gar,"In November 2025, we introduced our dashboards connect operations across estates, mills,
newest DxP Dami Mas seed, the climate-resilient MTK and logistics, enabling faster decisions and more
(Moderat Toleran Kekeringan)."
gar,building a more climate-resilient palm oil industry.
gar,"52 GOLDEN AGRI-RESOURCES LTD SUSTAINABILITY REPORT 2025
4
4
Caring for
Our Planet
In This Chapter
Climate Action 54
Nature Protection and Restoration 65
Plastic Waste Reduction 75
Caring for 53
Our Planet GOLDEN AGRI-RESOURCES LTD SUSTAINABILITY REPORT 2025
Climate Action
Climate action requires us to both reduce our emissions
Reducing our impact
footprint and adapt to a changing climate."
gar,"As an
agriculture-based company with complex global supply
chains, we are exposed to physical climate risks and
have a responsibility to manage land use and reduce
Target
land-based emissions."
gar,"Our climate strategy, therefore,
rests on two connected pillars: mitigation, to reduce Achieve net zero carbon emissions by 2050."
gar,"greenhouse gas (GHG) emissions in line with climate
science, and adaptation, to strengthen resilience
across our operations, supply chain, and connected
Action
communities."
gar,toward lower-carbon products.
gar,"ensuring that our supply chain adheres to No Deforestation,
shift away from agricultural commodities No Peat, and No Exploitation (NDPE) commitments."
gar,"Further investments in methane capture facilities, including 3
energy sources, including the use of in 2025."
gar,biogas generated from methane capture.
gar,"59 GOLDEN AGRI-RESOURCES LTD SUSTAINABILITY REPORT 2025
Climate Mitigation
We are committed to achieving net zero emissions by 2050, aligning our ambition with the Paris Agreement 1.5°C pathway and Indonesia’s national net zero target by 2060."
gar,"At its centre is a time-bound Decarbonisation Roadmap, developed in partnership
with Accenture, and aligned with the GHG Protocol and the Science Based Targets initiative (SBTi) Corporate Net Zero Standard."
gar,"Our Decarbonisation Roadmap
Our emission reduction strategy is structured around three strategic priorities:
Land Use Change Renewable Energy and Supplier Engagement and
and Carbon Removal Operational Efficiency Scope 3 Reduction
Our policies and commitment to conservation and The use of renewable fuels and improved efficiency We engage with suppliers through a
sustainable land use help avoid new emissions while ensures that emissions intensity is reduced across structured Supplier Decarbonisation Action
safeguarding and increasing carbon sequestration."
gar,"This helps us:
• Expand methane capture
• Maintain NDPE compliance • Achieve a 100% NDPE compliant
• Enhance energy efficiency
supply chain
• Transition agricultural practices toward sustainable,
• Use of solar photovoltaics (PV)
low-emission methods to optimise productivity • Engage key suppliers to obtain primary
• Strengthen renewable transitions in our operations
• Protect and enrich natural carbon sinks and data and refine Scope 3 emissions
monitor carbon stocks
• Promote supply chain decarbonisation
• Rehabilitate peatlands
• Plant trees to increase carbon stocks
This work depends on a strong data foundation."
gar,"As Scope 3 continues to account for the majority of our footprint (~80%), our strategy is
increasingly focused on value chain transformation, alongside continued operational
improvements, to deliver structural and sustained emissions reductions aligned with our
2030 ambitions."
gar,"In 2025, we commissioned three new progress toward cleaner energy sourcing, led by the
our supply chain the most significant contributor."
gar,"LUC emissions have continued to decline in
2025, reflecting the long-term impact of our commitment
to sustainable land management and the progressive
implementation of our NDPE commitments across our
operations and supply base."
gar,"Removals Emissions Intensity
GAR continues to demonstrate a firm commitment to In 2025, our total upstream emissions intensity decreased by 6.1% to 2.60 tCO e per tonne of crude palm oil (CPO), down
2
climate action by implementing targeted carbon removal from 2.77 tCO e per tonne CPO in 2024."
gar,"62 GOLDEN AGRI-RESOURCES LTD SUSTAINABILITY REPORT 2025
Energy Management: A Renewable Transition Downstream operations remain more carbon-intensive and continue to be a focus of steady
Improving energy efficiency and accelerating the shift to renewables remain central to our and deliberate transition efforts."
gar,"Since 2023, we have reduced our reliance on coal (a fossil fuel)
decarbonisation strategy."
gar,"In 2025, total energy consumption rose modestly by 1.3%, to 43.3 while increasing the use of biomass as a cleaner alternative."
gar,"In 2025, non-renewable energy
million gigajoules (GJ), broadly in line with increased production across both upstream and consumption increased by 1.7%, mainly attributed to production activities."
gar,"Despite an increase in overall production volumes, energy intensity remain committed to transitioning to renewable energy sources in our downstream operations."
gar,"We continue to invest
Group, 54.0% of total energy is sourced from renewable sources."
gar,"in renewable energy infrastructure, including methane capture facilities at palm oil mills and
Our upstream operations continue to lead, with 92.7% of energy derived from renewable biomass boilers powered by residues such as palm kernel shells, thereby reducing fossil fuel
sources, primarily biomass from operational by-products."
gar,"63 GOLDEN AGRI-RESOURCES LTD SUSTAINABILITY REPORT 2025
Key Milestones Initiatives at our Tarjun and Methane capture facilities
Marunda refinery Invested in the introduction of three new methane capture
facilities, bringing the total to 11, converting high-impact
After transitioning the coal-fired plant at our Tarjun refinery to methane emissions into usable renewable energy."
gar,"PKM-P
has since been introduced as an additional fuel source at the Low-carbon fuel production
facility, reinforcing our ongoing efforts to optimise biomass
Our biodiesel capacity stands at 1.05 million tonnes annually,
utilisation and phase out high-carbon fuels across
supporting Indonesia’s B35 and B40 blending mandates."
gar,"Our efforts have been recognised through
began construction of a steam biomass boiler, further increasing the Subroto Award, highlighting our contribution to advancing
the share of renewable energy in our thermal energy supply."
gar,We low-carbon energy at a national level.
gar,"In 2025, all
we have ceased new development in our main estates, downstream and 34 upstream mills and
shifting focus toward yield improvement and reinforcing one estate achieved PROPER blue rating,
our zero-deforestation commitment."
gar,"These collective actions reduce the risk of deforestation
prohibited in ecologically sensitive zones, reinforcing our zero-deforestation
across our supply chain."
gar,"These animals are not only able to build their homes along riverbanks
but also play significant roles by pollinating crops and supporting local
Zero Tolerance Policy
ecosystems."
gar,"Our Zero Tolerance Policy for harming protected species is reinforced through Integrated Pest
Management (IPM) and habitat restoration initiatives."
gar,"While they were under our stewardship,
When GAR launched its Forest Conservation Policy in 2011, In HCV-HCS areas harbouring endangered, rare, or
they remained protected and monitored, and we will
our purpose was clear: to de-link palm oil production from threatened species, monitoring includes periodic biological
continue to support conservation efforts in and around them
deforestation."
gar,"68 GOLDEN AGRI-RESOURCES LTD SUSTAINABILITY REPORT 2025
No Burning and Fire Prevention Hotspots and actual fires in our concessions
We have maintained a Zero Burning Policy since 1997, complemented
by our No Peat commitment, which reduces exposure to fire-prone
development."
gar,"This approach reduces haze, lowers emissions, and strengthens
community-based prevention."
gar,"The programme trains local communities, including school
children, to prevent and combat fires, move away from the use of fire in
agriculture, and adopt sustainable peatland management practices to
prevent peat fires."
gar,is planted to reduce erosion.
gar,"These efforts will build on our internal application (mg/l)
increased by 1.5%, from 7.3 million cubic metres in 2024 to water stress assessments using the World Resources
7.4 million cubic metres in 2025, largely driven by higher Institute desktop water assessment conducted to identify Sumatra 1,836 1,801 1,735
operational and maintenance requirements across water-stressed areas across our operations."
gar,long-term land stewardship.
gar,"Healthy soils help sustain
yields, lower input dependence, and improve resilience In addition, the use of bio-products, particularly during Rodenticides 0.004 0.007 0.011
to climate variability."
gar,"nutrition plan designed to optimise fertiliser use while
Glyphosate
maintaining productivity."
gar,"Organic
materials, including palm residues, are returned to the soil
to enhance nutrient retention."
gar,"Peat Planted
Peat Non-Planted
Rewetting Revegetation Revitalisation
We are maintaining water levels to enhance carbon storage."
gar,"We are planting species native to the area to restore We work alongside local communities to support their
This is done through: degraded peatlands, restore ecosystem functionality, and livelihoods and improve their quality of life."
gar,"Together, we rehabilitated 2,003
hectares of peatland to help reduce carbon emissions
and conserve critical peatland ecosystems."
gar,"Alongside
this, we have revegetated more than 3,100 hectares of
riparian zones within our operational areas in Indonesia."
gar,"For upstream operations, we aim
to reduce plastic waste by 20% by 2030 and 50% by 2040."
gar,"In downstream operations, we are
targeting a 30% reduction in post-consumer packaging waste by 2030 and 50% by 2040."
gar,"These efforts are supported by our plastic waste reduction roadmap, developed in line
with Indonesian regulations on sustainable waste management, including the Ministry of
Environment and Forestry Regulation No."
gar,"Initiatives such
as our Bank Sampah (Waste Bank) programme support employees and local communities
in sorting and recycling household waste, enabling upcycling and resale of materials."
gar,"This
community-based model helps reduce landfill waste while also supporting additional
household income and improving recycling awareness."
gar,"Our impact on waste
Target
By 2040, reduce plastic waste to landfills in upstream operations and post-consumer
packaging waste to landfills in downstream operations by 50%."
gar,"Action
11 million tonnes
waste recycled as fuel
or organic fertiliser
75 GOLDEN AGRI-RESOURCES LTD SUSTAINABILITY REPORT 2025
Waste Management
We have achieved 100% recovery and recycling rates for our CPO waste."
gar,"Each type of waste
Across all operations, our waste management approach is built on recovery, reuse, and
is reused in different ways: Fibre and Shell are reused as fuel, while Empty Fruit Bunches
recycling, carefully tailored to each stage of the value chain, from upstream to downstream."
gar,"This enables us to have a
Our non-hazardous waste is managed through municipal landfills, and hazardous waste is fully circular upstream production system that not only reduces landfill waste but also allows
collected by authorised third parties."
gar,"Through this programme, we have empowered over 350 families and
repurposed over 9,000 kilograms of plastic, paper and metal into something of value, while transforming the
way communities view everyday waste."
gar,"Our Bank Sampah is a part of our sustainability framework, Collective for Impact, and directly contributes
to the UN Sustainable Development Goal 12.5.1, which focuses on improving national recycling rates and
promoting a circular economy."
gar,"Through this programme, environmental and socio-economic development
is heavily integrated with community development, helping to build grassroots circular economy systems
and reduce waste to landfills."
gar,"By supporting income diversification
and local food production, we help create more stable and resilient agricultural systems that
strengthen livelihoods and promote more sustainable land use practises."
gar,"Communities also participate in the voluntary fire prevention programme, which encompasses both fire prevention
initiatives and the Government-mandated community-based peatland management programme."
gar,"For villages situated on or near peatland, this includes preventing and managing peat fires, as well as responsible
peatland management, further supporting sustainable land stewardship."
gar,"Driving Impact
Through our sustainability framework, we aim to support 500 MSMEs under the Bright Future Initiative by 2030."
gar,"Continuous Improvement
Our HRDD system is a key part of our broader commitment to ensure that
human rights are systematically respected, protected, and integrated
into day-to-day decision-making across our operations and value chain."
gar,"Guided by Collective for Impact, we
continue to strengthen inclusive workplace practices and promote equitable
opportunities for all employees."
gar,"This is a direct result of our work to
close pay gaps, strengthen executive ownership of gender outcomes and fully
embed gender equality into our business strategy."
gar,"A key
example is our recently signed strategic collaboration to advance high-integrity forest carbon
Partnership is a critical enabler of progress in complex supply chains."
gar,"Alongside these, our co-funding partnership with Nestlé, L'Oréal,
conducted three tailored training sessions on respect for human rights, which reached 100
and Neste is aligned with a shared commitment to advancing human rights due diligence
participants from over 180 mills."
gar,"Through direct engagement, we are strengthening respect for human rights across the
Beyond renewing existing commitments, we are developing a pipeline of new partnerships supply chain."
gar,"These apply across all our operations, and are
Training and Awareness
designed to prevent accidents, reduce occupational health
We deliver regular OHS training for employees,
risks, and protect the well-being of our people."
gar,"We also monitor and report progress
against our No Deforestation, No Peat, and No Exploitation (NDPE) commitments through
the NDPE Implementation Reporting Framework (see page 40 for more)."
gar,"The Supplier Code of Conduct aligns
with the GSEP principles of No Deforestation, No Peat,
and No Exploitation, and with our commitments to good
governance, transparency, and continuous improvement
in managing material sustainability matters."
gar,"dedicated to supporting our customers in complying with
evolving food safety and sustainability regulations and For us, food safety runs through our entire supply
achieving their Scope 3 emissions-reduction commitments."
gar,"We launched our
value chain as part of our
“zero foreign bodies” campaign with a clear
ambition: zero defects and zero compromise."
gar,"These As a direct result of our management systems, we
systems align with our QFS Excellence pillar and are benchmarked recorded zero incidents of non-compliance with
against global best-in-class food safety standards, ensuring product health and safety regulations that resulted
consistency and credibility across our operations."
gar,"Since 1999, all our products have been Halal certified."
gar,"Abdul Rosid
Operational Excellence Lead
Through process technology optimisation from pilot to full-scale production, R&D
ensures efficient resource utilisation and minimises environmental impact across all
production lines."
gar,"We want to ensure our products consistently meet
Halal Kosher Indonesian Roundtable on Vegan
the highest quality standards before reaching the market, while supporting more efficient,
National Sustainable Palm Oil
responsible, and sustainable production."
gar,"Standard
118 GOLDEN AGRI-RESOURCES LTD SUSTAINABILITY REPORT 2025
Responsible Marketing and Labelling
We are committed to responsible marketing Packaging
and product stewardship, operating in line with Responsible packaging plays a key role in enabling
food safety, consumer protection, and labelling circularity at the end of the product lifecycle."
gar,"We maintain continue to invest in more sustainable packaging
comprehensive internal policies, that we by improving material choices, reducing plastic
implement throughout the product lifecycle, from weight, and enhancing recyclability."
gar,"initiatives include recyclable mono-material
margarine tubs brown kraft paper for margarine
Sourcing and Traceability and shortening packaging."
gar,"We are also exploring
We require detailed information on the mono-material pouches and reductions in pouch
sourcing of key components to be included thickness to improve recyclability and reduce
in product documentation, where applicable."
gar,"also provide information on product disposal to
support responsible end-of-life management and
consumer awareness."
gar,"We continue to track packaging use and waste generation in line with relevant certifications
and regulations and are actively exploring ways to increase recycled content and material efficiency in our consumer product lines."
