claim,deforestation,traceability,ndpe,peat,deadline,strength,specificity,specificity_score
"• Installation of water recycling basin at one banana
packing station by 2025.",False,False,False,False,2025,soft,spec,0.8417273759841919
"This results in a total of 324 019 tCO e
2
Carbon Stock (HCV-HCSA) sequester carbon while sequestered in 2024.",False,False,False,False,,soft,spec,0.892117440700531
"SIPEF did not use nuclear
removal activity was not converted into carbon energy in 2024.",False,False,False,False,,soft,spec,0.7838324904441833
This incorporated the aiming for zero emissions post-2050.,False,False,False,False,2050,hard,spec,0.5905778408050537
"Locked-in emissions from assets However, by proactively addressing these potential
SIPEF has committed to no deforestation or new risks by implementing its policy on no deforestation
plantings on peatland (NDPE) since 2015 in order to or new plantings on peatland NDPE and applying
reduce emissions from land use change.",True,False,True,True,,hard,spec,0.7108718752861023
"operations (plantations and processing facilities)
to minimise net GHG emissions.",False,False,False,False,,soft,spec,0.5792433619499207
"at one of its mills, the Group uses methane capture
from POME and a biogas generator to produce
electricity.",False,False,False,False,,soft,spec,0.6783556342124939
"Targets and monitoring
SIPEF has been actively working to reduce its cli- SIPEF has previously set a target to reduce its Scope
mate impact and adapt to identified climate risks, 1 and Scope 2 net GHG emissions by 28% by 2030
and is further strengthening these efforts by setting compared to base year 2021.",False,False,False,False,2030,soft,spec,0.6984425783157349
"palm oil mill has been incorporated into the
• Water recycling basin at water consumption monitoring framework
one packing station by
2025.",False,False,False,False,2025,soft,spec,0.661017656326294
"Some mills recycle treated Palm Oil Mill
ecosystems.",False,False,False,False,,soft,spec,0.5556761026382446
"subtracting the volume of water discharged from
After use, 100% of water from the packing process palm oil mills and packing stations from the total
is either recycled through decantation tanks and water withdrawn across palm oil mills, banana
redirected to dams for future irrigation or safely plantations, and packing stations.",False,False,False,False,,soft,spec,0.7668089270591736
"To reflect varying environmental conditions and
For palm oil processing, a total of 504 545 m3 of operational contexts, SIPEF has set water usage
water was recycled and reused through the land intensity targets for its palm oil mills based on the
application of treated POME.",False,False,False,False,,soft,spec,0.7726250886917114
"For banana operations, a total of 46 524 m3 of Water usage intensity targets will be set for banana
water was recycled and reused across the packing operations once an accurate baseline has been
stations and for irrigation within the plantations.",False,False,False,False,,soft,spec,0.7902575135231018
"The vol- In 2024, the Agro Muara Rupit mill in Indonesia
ume redirected for irrigation corresponds to 100% recorded a water usage intensity of 1.24 m3 per
of the treated discharge from the relevant packing tonne of FFB, exceeding its target of (cid:41)1.0 m3 per
stations and is equivalent to the water withdrawal tonne.",False,False,False,False,,soft,spec,0.9307323694229126
"In Papua New Guinea, all mills including the installation of rainwater harvesting
operated within their respective water intensity systems at all palm oil mills and the implementation
targets, with values ranging from 1.00 to 1.23 m3 of a water recycling basin at one packing station.",False,False,False,False,,soft,spec,0.7953877449035645
"Most showed slight These initiatives aim to improve water efficiency
improvements compared to 2023, notably the Navo and reduce reliance on raw water sources across
mill, which reduced its water intensity from 1.56 to the Group’s operations.",False,False,False,False,,soft,spec,0.7429533004760742
"not mandatory regulatory requirements, they are
aligned with industry best practices and reflect
In Côte d’Ivoire, water usage intensity for banana SIPEF’s commitment to continuous improvement
production increased by around 19% in 2024, reach- and responsible water stewardship.",False,False,False,False,,soft,spec,0.5774086713790894
"the SBI programme to 1 123 hectares of
• Restore 1 123 hectares of degraded degraded land by 2033, building on the
land within SBI by 2033, from 2024 goal of 256 hectares
baseline year 2024.",False,False,False,False,,soft,spec,0.9463143348693848
"its operations, SIPEF has established dedicated
However, the total area affected increased from initiatives like the SBI programme, which supports
2.2 to 11 hectares, suggesting greater intensity or forest restoration and community-led stewardship.",False,False,False,False,,soft,spec,0.7052274942398071
"In line with this vision, As part of this strategy, SIPEF has set a 2024 target
SIPEF is advancing integrated land-use planning to establish at least one landscape-level example of
in Papua New Guinea to balance conservation and nature-positive oil palm cultivation and community
responsible development.",False,False,False,False,,soft,spec,0.5513159036636353
"with the Zoological Society of London (ZSL) and
The project also supports active reforestation and SINTAS, a local NGO in Indonesia, SBI also aims
agroforestry.",False,False,False,False,,soft,spec,0.5371525883674622
"However, it has set a target to achieve 100% RSPO
certification for SIPEF’s own oil palm estates by
the financial year 2030.",False,False,False,False,2030,soft,spec,0.9429184794425964
"SIPEF has set a broader target to achieve 100%
RSPO certification for its own oil palm estates by
the financial year 2030, while its banana operations
are already fully certified.",False,False,False,False,2030,soft,spec,0.9166947603225708
"SIPEF has set a broader target to achieve 100%
RSPO certification for its own oil palm estates by
the financial year 2030, while its banana operations
are already fully certified.",False,False,False,False,2030,soft,spec,0.9166947603225708
"SIPEF has set a broader target to achieve 100%
RSPO certification for its own oil palm estates by
2030.",False,False,False,False,2030,soft,spec,0.889937162399292
"196 The connection to the world of sustainable tropical agriculture
S2: Workers in the value chain
Smallholder farmers cultivate approximately 40% SIPEF is committed to responsible and inclusive
of the land planted with oil palm and produce growth, ensuring smallholder suppliers receive
around 25–30% of the world's palm oil.",False,False,False,False,,soft,spec,0.6262162923812866
"for food gardening, supported with empty fruit
bunches (EFB) from SIPEF mills, which are used In Côte d’Ivoire, all employees are provided a
as organic fertiliser.",False,False,False,False,,soft,spec,0.6261340975761414
"successfully delivering the first
• Achieve food safety certification shipment of washed CPO with
for SIPEF’s ten palm oil mills in positive results
Indonesia and Papua New Guinea • Set a new target to achieve food
by 2028.",False,False,False,False,,soft,spec,0.8601504564285278
"Eglin),
ing, provided that the volume of certified products SIPEF's subsidiary in Côte d'Ivoire, are certified
sold does not exceed the certified input.",False,False,False,False,,soft,spec,0.5863665342330933
"With a commitment to 100% RSPO certification, including for
its smallholder suppliers, SIPEF ensures that all its palm oil is produced in line with the highest
sustainability standards.",False,False,False,False,,soft,spec,0.6415029168128967
"SIPEF has set a GHG emission reduction target of 28% by 2030 and actively invests
in methane capture facilities, renewable energy, and waste management systems.",False,False,False,False,2030,soft,spec,0.9136121869087219
"The WACC is increased and decreased with one
percent.",False,False,False,False,,soft,spec,0.7197299599647522
"**
1.7 Installation of 0 Set in 1 Packing 2025 CIV New target
water recycling FY2024 station
basin at one
banana packing
station.**
Focus area: Environmental stewardship
Goal: Minimise impacts on natural resources and the environment
Approach: To safeguard natural resources through optimised land use, efficient water management,
waste and pollution reduction, and the re-use of by-products
BASELINE BASE TARGET TARGET TARGET
NO.",False,False,False,False,2025,soft,spec,0.6939783692359924
"Water from banana packing stations is either reused
for irrigation or safely discharged.",False,False,False,False,,soft,spec,0.578079342842102
"Corporate Sustainability Reporting Directive (CSRD) -- The
Bio-CNG -- Compressed natural gas produced from biogas, used CSRD is a European Union legislation that amends the exist-
as a cleaner energy alternative.",False,False,False,False,,soft,spec,0.5209192633628845
"The scheme aims to reduce GHG emissions; ensure
that biomass is not produced on land with high carbon stock or
High Conservation Value (HCV) -- The High Conservation Value high biodiversity; ensure the application of good agricultural
concept was originally developed by the Forest Stewardship practices related to soil, water and air; and finally, ensure
Council (FSC) in 1999 for use in forest management certi- respect for human, labour and land rights.",False,False,False,False,,soft,spec,0.5375288724899292
"The RSPO members have committed to produce, source and/
Plasma -- Cooperative programs for plantation development or use sustainable palm oil certified by the RSPO.",False,False,False,False,,soft,spec,0.6608054041862488
certified products from different certified sources.,False,False,False,False,,soft,spec,0.50171959400177
