claim,deforestation,traceability,ndpe,peat,deadline,strength,specificity,specificity_score
"Page 48
• Digital grievance platform via IOI Mesra for plantation workers for transparent communication Page 71 Furthermore, IOI is also installing the boiler feed system to optimise power generation from
and efficient grievance handling the methane captured
• Social Service Provider contracted by IOI, completed the fourth cycle of assessment on Page 79 • Treated dried POME residues are recycled and used as organic fertilisers in our plantation.",False,False,False,False,,soft,spec,0.6590530276298523
"reduces our dependence on non-renewable resources,
products are traceable and responsibly sourced is crucial
particularly fossil fuels, and coal.",False,True,False,False,,soft,non,0.6503493785858154
"Our next mid-term goal is to achieve
carbon neutrality by 2030 in Scopes 1
and 2.",False,False,False,False,2030,soft,spec,0.6822023391723633
"Ultimately, we hope to reach our
challenging and ambitious long-term
goal of Net Zero carbon intensity by 2040
in Scopes 1, 2 and 3.",False,False,False,False,,hard,spec,0.5438151955604553
"With expert guidance
and strong collaboration, we have
conducted comprehensive assessments
to tackle GHG emissions within our
operation and our supply chain,
supporting these efforts with capacity
building and awareness, cutting-edge
technologies, and green procurement
standards, ensuring a future that’s as
sustainable as it is strategic.",False,False,False,False,,soft,non,0.9076148867607117
"For our Scopes 1 and 2, these meant enhancing existing carbon
Reducing our
reduction and removal initiatives, while actively exploring new opportunities to
climate impacts by
minimise carbon emissions through operational efficiency and the utilisation of
committing to achieve renewable energy.",False,False,False,False,,soft,non,0.5403963923454285
"For our Scope 3, currently the highest contribution is attributed
net zero for carbon from our supply chain.",False,False,False,False,,hard,spec,0.8193649649620056
"So, efforts have been made to engage with our suppliers
regarding our CCAi and to create awareness and capacity building regarding
intensity by 2040
climate change as well as to effectively help our suppliers to embark in reducing
MANAGeMeNT APPROACH their GHG emission (refer to the section on supply chain management for specific
details, page 49).",False,False,False,False,,soft,non,0.7795653939247131
"IOI has adopted nature-based solutions to manage, rehabilitate, and even
change action
and Metrics and Targets.",False,False,False,False,,soft,non,0.9326435327529907
"materiality assessment, also based on our ERM framework,
throughout the
net zero target by 2040.",False,False,False,False,,hard,non,0.6883994936943054
"For example, IOI has diversified its investments
achieving net zero by 2040.",False,False,False,False,,hard,spec,0.7920027375221252
by embracing circularity.,False,False,False,False,,soft,non,0.6945266723632812
Leveraging the agricultural footprint to include organic oil palm farming.,False,False,False,False,,soft,non,0.565801739692688
"This scenario is likely to result in warming of
related regulations and medium- penalties, or fines renewables while also utilising energy efficient (RCP 2.6) less than 2°C by 2100
compliance costs such as term • Increased cost of doing processes to move towards a low carbon economy
imposition of carbon tax or business from GHG • Continued implementation of best practices and Moderate Climate Change Strong mitigation actions to reduce emissions to half of current levels by 2080.",False,False,False,False,,soft,non,0.782508134841919
"Going beyond just commitment to NDPE, IOI has taken a bold step by
peatlands and planted areas
No Deforestation, No New Planting on applying nature-based solutions to plan for large-scale forest tree planting
Water Increasing Peninsular • Increase the amount of water recycled and • Developing a water stress resistant oil
Peat, as part of NDPe with careful consideration to the ecosystem in existing conservation
stress Malaysia reused in manufacturing operations palm variety through research
areas, which are primarily shrublands.",True,False,True,True,,hard,spec,0.6322133541107178
"Eventually, with careful monitoring
• Implementing smart water management • Ensuring cover crops are maintained Since 2016, IOI had placed a moratorium and care, a resilient forest that can act as a carbon sink with enhanced
systems to better manage and control water to keep soil moist on deforestation across all our operating biological diversity can flourish.",True,False,False,False,,soft,non,0.7468312382698059
"Our commitment to sequestration and serve as a foundation for measuring carbon sequestration
• Installing sea walls and storm surge barriers
sustainable land use aims to maximise going forward.",False,False,False,False,,soft,non,0.8006114959716797
"With proper planning and continuous monitoring and
to protect key facilities from flood
production from existing plantings through measurement of tree planting, the reforestation program will take place in
Often, such measures serve dual purpose – as a measure to address climate-related physical risks; and to ensure the introduction of regenerative and phases over time.",False,False,False,False,,soft,non,0.8287652134895325
"Projects
sequestration • Crop sequestration removal carbon sinks, absorbing carbon dioxide initiated include Achieving Coexistence with Elephants, the Laran Tree
Planting Project, and more.",False,False,False,False,,soft,spec,0.5788488984107971
"The approach follows a step-wise process,
predators as alternatives beginning with the identification of biodiversity and conservation value areas
• Heat recovery systems to increase efficiency tCO e was sequestered in the forested
• Optimal peatland management 2 through science-based assessments.",False,False,False,True,,soft,non,0.8380272388458252
"Based on the climate-related scenario analysis that we conducted, we expanded our understanding of climate-related guidelines are also aligned with Science-based Targets (“SBTs”) for Nature,
It requires the shared responsibility and
risks by quantifying the financial impact of the risks to our operations.",False,False,False,False,,soft,non,0.9700139760971069
"The outputs of this project will improve IOI’s resource allocation and preparedness towards including local authorities and communities, Overall, safeguarding and enhancing natural ecosystems within and around
climate change and decarbonisation.",False,False,False,False,,soft,non,0.9259951114654541
"We expect
this value to increase further as we increase our decarbonisation efforts in line with targets set in our Pathway to Net Zero.",False,False,False,False,,hard,non,0.6159153580665588
"Smart energy systems
Innovation of Planting Materials Through Research were also installed at IOIEO, reducing As part of part of our Pathway to Net Zero and top 10 our material matters,
the energy required for renewable energy addressing supply chain management together with responsible sourcing
Our Pathway to Net Zero involves the use of innovative planting materials generation by 19-80 kW, which translates are vital in reducing IOI’s Scope 3 emissions.",False,False,False,False,,hard,spec,0.8489382863044739
"To date, IOIEO has achieved Supplier Awareness, Capacity Building and Supply Chain emission
research on increasing oil yield and improving crop tolerance to drought, a 77% reduction in absolute emissions Management
water stress, and pests.",False,False,False,False,,soft,non,0.5571605563163757
"the impacts of climate change began the last financial year through our
hand, shares its building footprint with the
expanding the Use of Renewable energy in IOI Plantations IOI Pan-Century Oleochemical plant in webinar where we shared our Pathway to Net Zero.",False,False,False,False,,hard,non,0.5047571063041687
"Consequently, it is also at the 3rd IOI Sustainability Consultative Forum, IOI invited several suppliers
Aside from LUC, methane released from POME is one of the biggest equipped with similar energy management to share their challenges regarding climate change and took the opportunity
contributors to GHG emissions in our plantation operations.",False,False,False,False,,soft,non,0.6064614653587341
"Installations of systems as our IOI Oleochemical to further share with them our initiatives to decarbonise and potential
methane captures have lowered this impact as the captured methane gas counterparts.",False,False,False,False,,soft,non,0.7450246214866638
"Additionally, IOIPCEO has a contributions in combating climate change.",False,False,False,False,,soft,non,0.7422346472740173
"This biogas is burned directly 6.5 MW co-generation facility, which further
IOI's strategies for managing supply chain emissions are categorised
in the boiler as a renewable source to generate power and heat required reduces energy intensity by an estimated
for the operation.",False,False,False,False,,soft,spec,0.7511110901832581
"This comprehensive exercise covers everything from Our decarbonisation strategy aligns closely
to the national grid or methane capture facilities.",False,False,False,False,,soft,non,0.8640066981315613
"mitigation actions by collaborating with and educating suppliers
As mentioned, POME is redirected to
in reducing their emissions.",False,False,False,False,,soft,non,0.6688370704650879
"Ultimately, supply chain mapping
Facilities at IOI Oleochemicals have installed solar panels, cogeneration our methane capture plant to generate
fosters a more strategic and focused approach to reducing
facilities, and solar thermal systems to reduce energy usage and their and trap biogas for electricity, thereby
Scope 3 emissions, contributing to a our broader decarbonisation
Scope 2 GHG emissions.",False,False,False,False,,soft,spec,0.6437469720840454
This is accomplished through both Feed-in-Tariff avoiding methane emissions from POME.,False,False,False,False,,soft,spec,0.7344123721122742
"This detailed assessment provides
To complement these efforts, they have implemented energy-efficient OPT.",False,False,False,False,,soft,non,0.6582967638969421
"The joint venture involves partnership emissions reductions as a vital component of any comprehensive
with Nextgreen Global Berhad to develop climate change strategy.",False,False,False,False,,soft,non,0.8033429384231567
"The
Pan-Century Edible Oils, “IOIPCEO”) have engaged multiple suppliers
project aims to bring another sustainable
to discuss requirements regarding IOI’s sustainability policies, including
alternative to conventional timber-based
opportunities to reduce Scope 3 emissions.",False,False,False,False,,soft,non,0.5510903000831604
"Starting the journey to reduce
paper products while preventing emissions
operational Scope 1 and 2 emissions, steam and heat consumption
from decomposition.",False,False,False,False,,soft,spec,0.5375156402587891
"Climate-related Procurement Strategies
Efficient green supplier selection involves
identifying and choosing suppliers
who demonstrate better environmental
performance and sustainability practices,
particularly in managing their GHG
emissions.",False,False,False,False,,soft,non,0.8568306565284729
"Performance Monitoring: Implementing
Suppliers benefit from increased awareness of how their choices can affect systems to monitor and conduct
GHG emissions.",False,False,False,False,,soft,non,0.9197016358375549
"This includes selecting their own low-carbon-footprint
performance reviews
suppliers and prioritising sustainable sourcing options.",False,False,False,False,,soft,non,0.800717830657959
"By acting promptly on these alerts, we can take immediate
selection practices, we aim to significantly measures to address any deforestation activities and help mitigate any
reduce our emission footprint and foster associated environmental impacts.",True,False,False,False,,soft,non,0.9087669849395752
"This collaborative approach
established the IOI Responsible Sourcing helps to uphold a deforestation-free supply chain and reinforces IOI’s
Guideline.",True,False,False,False,,hard,non,0.8727895617485046
"We further actively participated in the
comply with NDPE requirements, robust POCG, a collaborative initiative involving industry peers across
deforestation monitoring is essential.",True,False,True,False,,soft,non,0.8344858288764954
"As a result, we have completed the external
technology to continuously monitor verification of the Implementation Reporting Framework, which assists in
deforestation risks across its entire supply monitoring and understanding the progress of NDPE policy commitments
chain.",True,False,True,False,,soft,non,0.9222468733787537
"In 2023, we took our commitment a step further by committing to the
Science-Based Target initiative (“SBTi”) for both the Forest, Land and
Agriculture (“SBTi-FLAG”) and Non-FLAG sectors, as well as SBTi
net zero target.",False,False,False,False,,hard,spec,0.7052688598632812
"IOI will continue our efforts to reduce
GHG emissions by further leveraging our nature-based and engineered
solutions.",False,False,False,False,,soft,spec,0.5225440263748169
"This includes enhancing rehabilitation and tree planting efforts
in our conservation areas and installing more methane capture facilities.",False,False,False,False,,soft,spec,0.6195454597473145
"These will play a crucial role in achieving carbon neutral by 2030 and
net zero by 2040.",False,False,False,False,2030,hard,spec,0.6012154817581177
"This 2
bring our total crop sequestration to
1.7 million tCO e, which is sufficient to
2
completely neutralise our emissions
from land conversion.",False,False,False,False,,soft,spec,0.9369333386421204
"This year, the division continues to reduce
59.7%
11.0%
Mill Credits its emissions through automation, reducing power
236,051 consumption and improving efficiency.",False,False,False,False,,soft,spec,0.8990095853805542
"through implementing low-carbon initiatives and innovative
solutions.",False,False,False,False,,soft,non,0.747601330280304
"The most prominent
renewable and alternative source of energy from fossil emissions contribution is from Land Conversion in our
Plantations.",False,False,False,False,,soft,spec,0.6335709691047668
"Nonetheless, we are still actively seeking Our Scope 3 emissions for IOI Oleochemical and IOI
Sequestration from our crops and forested conservation ways to reduce our emissions by increasing efficiency, Pan-Century Edible Oils have reduced significantly this
areas, together with mill credits are depicted in Chart 2.",False,False,False,False,,soft,spec,0.5741563439369202
"Empowering Sustainable
Agriculture, Managing Natural
Resources, Safeguarding and
Enhancing Biodiversity
Barn owl at Mamor Estate.",False,False,False,False,,soft,non,0.7105045914649963
"With an oil yield generally higher than the national average, we reduce land use
and contribute to climate change mitigation while ensuring food security.",False,False,False,False,,soft,non,0.7302606105804443
"We are committed
to a ""no deforestation"" policy, protection of peat areas, and rigorous environmental
assessments.",True,False,True,True,,hard,non,0.7321664094924927
"To manage our finite natural resources, we practise the 7Rs of Circularity to
reduce our impact to the environment, especially by utilising our byproducts or biomass for
value added purposes.",False,False,False,False,,soft,non,0.7348345518112183
"We uphold high conservation values, enforce a strict zero-burning
policy, and implement Integrated Pest Management (“IPM”) to control pests naturally.",False,False,False,False,,hard,non,0.8248980641365051
"Innovative regenerative practices like using beneficial cover crops to keep soil rich in
nutrients naturally, and palm biomass as organic fertilisers further underscore our dedication
to safeguarding our biodiversity and ecosystems.",False,False,False,False,,soft,non,0.7268137335777283
"Rehabilitation work at our conservation area Empowering Sustainable Agriculture, Managing Natural Resources,
56 IOI CoRpoRaTIon BeRhaD • SUSTAINABILITY REPORT 2024 Safeguarding and Enhancing Biodiversity 57
Regenerative and
Precision Agriculture
ManageMenT appRoaCh highlights the successful implementation of IPM strategies within our newly
certified organic fields.",False,False,False,False,,soft,non,0.6964622735977173
"the IOISP, Agrochemical and Environmental Management 568
hectares of bananas
Guidelines, etc., to protect, conserve the environment and Last but not least, we achieved a significant milestone in February 2024 –
its ecosystem within.",False,False,False,False,,soft,non,0.532866358757019
"At our estates, in line with RSPO’s 1,128 hectares of organic oil palm was both RSPO and organic-certified.",False,False,False,False,,soft,spec,0.8065900802612305
"Reducing the area
Palm Biotech and Research
of exposed soil minimises soil erosion and nutrient runoff, The practice of IPM is another way IOI reduces our
87
particularly during the monsoon season; while preserving dependencies on pesticides.",False,False,False,False,,soft,non,0.7296517491340637
"To counter this, IOI plans to cultivate project in the Pamol Kluang region IOI Research Center and IOI Palm Biotech currently leads our efforts to achieve
dedicated to producing organic palm
circularity and waste reduction through the land application
beneficial insects and releases them as part of the IPM our strategic priority of increasing yield through research.",False,False,False,False,,soft,spec,0.6026238203048706
"We are the first organic certified
of POME and EFB, recycling OPT and more.",False,False,False,False,,soft,spec,0.6906827092170715
"Soil and plant
to reduce the population variability caused by climate- developed a commercial DxP palm hybrid derived from Deli x AVROS with improved
oil palm plantation in Southeast Asia.",False,False,False,False,,soft,non,0.5498523712158203
"Referencing our target of using elite clonal palms in 50% of our replanting
against possible fertiliser leaching into our waterways, Ultimately, we hope to improve biodiversity indices by 25% In this project, our approach focuses materials, thus far, we have achieved a utilisation rate of 33% in Peninsular
our operations have also designated non-chemical buffer within three years with our ongoing annual ecosystem health on enriching soil biodiversity and Malaysia and 15% in Sabah.",False,False,False,False,,soft,spec,0.9302762746810913
"As of FY2024, we have planted 3,131 hectares of coconuts, thereby reducing their environmental
at our estates, in line with RSpo’s principle 568 hectares of bananas, 49 hectares of pineapples, and 87 impact and promoting a healthier
hectares of durians.",False,False,False,False,,soft,spec,0.9341381192207336
"esueR
Circular Economy and
Managing natural resources
One of IOI’s strategies to achieve net zero is to practice circular economy.",False,False,False,False,,hard,non,0.8018536567687988
"This more systematic approach is
designed to preserve and enhance natural capital, optimise resource yields, and minimise system risks by managing our
natural resources and promote renewable flows.",False,False,False,False,,soft,non,0.9476085305213928
"Apart from that, our waste, water and soil management also complement
the practice of circular economy.",False,False,False,False,,soft,non,0.8214849233627319
"Waste materials were converted into fertilisers for soil management or raw materials
for other industries, while wastewater was recycled and reused in production.",False,False,False,False,,soft,spec,0.5469595193862915
"esoprupeR
elcyceR
ecudeR
revoceR
IOI'S appRoaCh To CIRCulaRITy – 7RS of CIRCulaRITy
Throughout IOI’s operations, we implement circularity practices in the form of 7Rs: Rethink, repurpose, recycle, reuse,
reduce, recover and repair.",False,False,False,False,,soft,non,0.8069349527359009
"Doing so allows IOI to ensure optimal use of natural resources and achieve high resource
efficiency.",False,False,False,False,,soft,non,0.8628316521644592
"• Using EFB for mulching in the plantations instead of • Worked with third-parties to reuse wastes as
being disposed as waste feedstocks for the cement industry and feedstocks
• Installing biogas facilities to process palm oil mill for biogas production
effluent and converting methane emissions into • Reused water from operations to feed into cooling
electricity towers that function as coolants to reduce the
• Adopting new process technology e.g.",False,False,False,False,,soft,spec,0.8136512637138367
"chemical plant
pre-treatment to reduce chemical waste • Reusing empty fertiliser bags for waste collection
• Using a thermal oil system for heating instead of purposes
water heating systems in IOI Palm Wood • Distribution of used computer to Humana schools in
• Using solar thermal systems to heat water instead of Sabah
fossil fuel for heating
• Sludge dryer has been installed to reduce water
• Working with third party customers to use byproducts content in sludge by more than 60% thus reducing
for the generation of biogas, fertilisers and grease to sludge waste quantity
reduce bio-waste disposal • Employees are encouraged to bring their own food
• Convert unused OPT into eco-friendly, sustainable and drink container when purchasing food in the
and high-performance palm wood panels for furniture cafeteria
and building industries
• Repurpose used tires by transforming them into
creative and functional landscaping features, • Installing heat exchanger to recover heat from the
enhancing the aesthetic appeal and liveability of HRSG continuous blowdown to heat up reverse
workers' housing areas osmosis water
• Joint venture established between IOI Paper Pulp • Recover waste heat from thermal oil heater
Sdn Bhd.",False,False,False,False,,soft,spec,0.8530547022819519
"And Nextgreen Global Berhad to develop economiser and generate chilled water for packing
zero-waste paper pulp plant with EFB as the raw plant through the use of a vapor absorption chiller
material • Rainwater harvesting at housing area for cleaning,
gardening, or non-potable use
• Recyclable items (e.g., paper and plastic) were sent
for recycling
• Collaboration with Tetra Pak to recycle used
beverage cartons in plantations
• Recycling of effluent wastewater through the reverse
osmosis process to recoup water for non-critical use
knihteR
riapeR
Empowering Sustainable Agriculture, Managing Natural Resources,
58 IOI CoRpoRaTIon BeRhaD • SUSTAINABILITY REPORT 2024 Safeguarding and Enhancing Biodiversity 59
WAStE MANAgEMENt aCTIvITy DRIven peRfoRManCe anD IMpaCT
ManageMenT appRoaCh plantation and Resource-based Manufacturing Division
IOI's waste management plan and strategies are guided In the plantation, the practice of 7Rs to manage our
by the IOI Environmental Management Guidelines.",False,False,False,False,,hard,spec,0.6182484030723572
"The main non-hazardous waste generated in the
also part of IOI’s CCAi strategy to reduce GHG emissions plantation are largely biomass in nature, for example OPT,
from POME.",False,False,False,False,,soft,spec,0.6830213069915771
"We monitor scheduled waste, solid
achieve our net zero target.",False,False,False,False,,hard,spec,0.7061086297035217
"These wastes are stored biogas, fertilisers, and grease, thus minimising bio-waste
appropriately and disposed of through a licensed agent disposal.",False,False,False,False,,soft,spec,0.5024785399436951
"Continuous improvement of water stewardship through
the adoption of water-efficient technologies and
to attract rodents, rhinoceros beetle and promote fungal By fostering a culture of recycling and actively engaging
growth like Ganoderma which could affect the newly planted its employees and stakeholders, IOI continues to make processes
seedlings, and cause basal stem rot.",False,False,False,False,,soft,non,0.7276941537857056
"metrics
This circular approach to managing waste helps us reduce Collaboration with Tetra pak to Collect and Recycle
ManageMenT appRoaCh
emissions from the natural decomposition of OPT and used Beverage Cartons (“uBC”)
mitigate plant disease outbreaks by harvesting the OPT.",False,False,False,False,,soft,spec,0.5297479033470154
"In terms of the governance of water-related matters, aCTIvITy DRIven peRfoRManCe anD IMpaCT
In addition, the utilisation of this repurposed OPT can IOI has partnered with Tetra Pak since October 2022
the Group’s water stewardship falls under the purview of
serve as an alternative wood source to that derived by to enhance the recycling and sorting of UBC across its our BSC and senior management team.",False,False,False,False,,soft,spec,0.5764753818511963
"This process, lower greenhouse gas emissions, and foster a culture of climate-related physical and transition risk assessment.",False,False,False,False,,soft,non,0.9485601782798767
"assessment, we identified manufacturing facilities in
also locks sequestered carbon into the products, aiding recycling.",False,False,False,False,,soft,spec,0.5962737202644348
"As a proof of commitment towards water stewardship, we
its supply of OnCore panels, this is in line with the strategic recently launched the IOI Group Water Policy.",False,False,False,False,,soft,non,0.7010564804077148
"commencing production in 2023, IOIPW has completed beverage carton recycling awareness programmes, performance and transparency.",False,False,False,False,,soft,spec,0.6114846467971802
