claim,deforestation,traceability,ndpe,peat,deadline,strength,specificity,specificity_score
"To
High-quality, sustainable, traceable, certified products
SIPEF is committed to producing high-quality,
GOALS FOR THIS FOCUS AREA ARE:
sustainable, traceable, and certified palm oil and
bananas.",False,True,False,False,,soft,non,0.568615198135376
"This contributes to the Group's mission
to foster a harmonious balance between nature, E Implementing the highest food safety and
quality standards.",False,False,False,False,,soft,non,0.8339347243309021
"54 The connection to the world of sustainable tropical agriculture
100%
Sustainability standards and certification
RSPO certified SIPEF produces palm oil and bananas while
PKO in Papua
preserving natural ecosystems, engaging in fair
New Guinea
labour practices, and providing support for local
communities in the places where it operates.",False,False,False,False,,soft,non,0.6070796251296997
"One of the ways that the Group demonstrates this
75% commitment to positive impact is through sustain-
ability certification.",False,False,False,False,,soft,non,0.6770371198654175
"Supplying sustainabil-
ity certified products to its customers also helps
them to perform better on their own sustainability
related supply chain objectives.",False,False,False,False,,soft,non,0.8517835736274719
"87%
RSPO certified Palm oil certification
CPO
SIPEF is working towards a target of 100%
Roundtable on Sustainable Palm Oil (RSPO) certi-
fication across all its palm oil operations, including
its smallholder supply base.",False,False,False,False,,soft,spec,0.6426814794540405
"As a result, all palm oil production from South
Sumatra is certified under the MB model.",False,False,False,False,,soft,spec,0.7766005992889404
"VBS is working on several innova- has enormous potential to optimise production
tion areas that have the potential to enhance palm efficiency.",False,False,False,False,,soft,non,0.7210063934326172
"er-yielding oil palm varieties that have improved Fertiliser application can also be carried out by
resilience to pests, diseases and climate-related drone, allowing for greater efficiency while reducing
challenges.",False,False,False,False,,soft,non,0.8151150345802307
"SIPEF Integrated Annual Report 2024 Company Report 57
Piloting technology for climate resilience
During 2024, several pilot projects were initiated Measuring and reporting
to utilise new technologies to improve production carbon emissions
efficiency and resilience to the impacts of climate Better monitoring is being introduced to measure
change.",False,False,False,False,,soft,non,0.7431038618087769
"ing with a partner to explore additional potential
applications, including carbonising biomass.",False,False,False,False,,soft,non,0.6567016839981079
"This
process reduces the emissions produced from EFB
breaking down in the fields, while sequestering
carbon in the soil, improving soil structure, and
enhancing water-holding capacity.",False,False,False,False,,soft,non,0.5307625532150269
"By committing to these areas of innovation, SIPEF
is laying a sustainable foundation for long-term
productivity and environmental stewardship,
ensuring that resources are utilised effectively
while preserving the integrity of its ecosystems.",False,False,False,False,,soft,non,0.8825679421424866
"Oil palm F1 Hybrids have
the potential to double yield per hectare, thereby
helping to meet demand while mitigating risks of
deforestation and biodiversity loss.",True,False,False,False,,soft,spec,0.5035901069641113
"Further efforts are directed at utilising organic
fertilisers, such as compost derived from a combi-
Improvements in agronomic practices nation of palm oil mill empty fruit bunches (EFB)
VBS provides tailored agronomic recommendations and palm oil mill effluent (POME), or EFB alone
for each SIPEF estate block and field, aiming to where composting facilities are unavailable.",False,False,False,False,,soft,spec,0.551820695400238
"The objective is to eliminate contaminants and
ensure compliance with stringent European Union
food safety standards.",False,False,False,False,,soft,non,0.7194896936416626
"Additionally, a Bio-
CNG plant project is set to commence at Perlabian 70 The connection to the world of sustainable tropical agriculture
mill and Umbul Mas Wisesa mill in collaboration and emissions reduction initiatives underscore the
with the KIS Group, with expected completion by Group’s dedication to responsible and sustainable
end of 2025 and 2026 respectively.",False,False,False,False,2025,soft,spec,0.8541331887245178
"From here, Overall marketed production increased by 24.6%
the bananas are exported in refrigerated containers compared to 2023.",False,False,False,False,,soft,spec,0.848487138748169
"By the end of 2024, all the estates were fully plant-
ed, with the exception of the Akoudié site, which 2024 also saw 200-400mm less rainfall than
was acquired in 2021.",False,False,False,False,,soft,spec,0.8859336376190186
also increased by 4.9%.,False,False,False,False,,soft,spec,0.6343972086906433
significantly reduces plastic usage.,False,False,False,False,,soft,spec,0.5366537570953369
"The transition
to reusable plastic crates for fruit packaging has
SIPEF collaborates with a panel of ripener cus- also replaced traditional 18.5 kg cardboard boxes,
tomers that share a com- further reducing environ-
mitment to sustainability mental impact.",False,False,False,False,,soft,spec,0.638659656047821
"All SIPEF’s banana production is Fairtrade and
E
By working together in
Rainforest Alliance certified.",False,False,False,False,,soft,spec,0.5719154477119446
"131) • Minimise impacts on natural
resources and the environment
• Pollution of water • Smallholders
• Sustainable land use and
E4: BIODIVERSITY AND ECOSYSTEMS (PG.",False,False,False,False,,soft,non,0.9193308353424072
"achieving a 100% Roundtable on Sustainable Palm
Oil (RSPO) certified supply base for its palm oil
Key commitments and requirements: production, and for the smallholders delivering to
E 100% certification and traceability of products its mills.",False,True,False,False,,soft,spec,0.5044359564781189
"It also commits the Group to upholding
E No deforestation, no new developments on peat, the 100% certification of its banana operations to
and no exploitation (NDPE) the Rainforest Alliance Sustainable Agriculture
E Free, Prior, and Informed Consent (FPIC) prior Standard, as well as the GLOBALG.A.P.",True,False,True,True,,hard,non,0.5712195634841919
"Additionally, for the RPP,
the updates included aligning the policy’s pillars
with the Balanced Growth Strategy and adding a
commitment to restore natural ecosystems affected
by deforestation.",True,False,False,False,,soft,non,0.6816796064376831
"The Group is dedicated to reducing the environ-
mental footprint of its operations, from plantations
to processing, through the implementation of best
management practices and risk-based impact mit-
igation strategies, including reducing greenhouse
gas (GHG) emissions.",False,False,False,False,,soft,non,0.9295440316200256
"Focus area and
sustainability goals
Environmental stewardship
E GHG emissions reduction and long-term climate
resilience
E Minimise impacts on natural resources and the
environment
E Sustainable land use and biodiversity
conservation, including no deforestation and
no new developments on peat SIPEF Integrated Annual Report 2024 Sustainability Statement 119
E1: Climate change
The global agricultural sector is a contributor to As an agriculture company, SIPEF has a goal to
climate change, with agriculture, forestry, and reduce its GHG emissions and build long-term
other land uses collectively representing about climate resilience.",True,False,True,True,,hard,non,0.8127777576446533
"This goal falls under the Group’s
one-fifth (22%) of worldwide anthropogenic GHG environmental stewardship focus area, which is
emissions.1 At the same time, the sector is also part of SIPEF’s Balanced Growth Strategy.",False,False,False,False,,soft,non,0.637950599193573
"principles, optimised land use, and water resource
management, while protecting biodiversity.",False,False,False,False,,soft,non,0.8447330594062805
"This
approach contributes to fostering a sustainable,
low-carbon future for the oil palm industry.",False,False,False,False,,soft,non,0.7166109085083008
"• Regenerative agriculture pilots with a model to scale
up at five sites by 2026 in oil palm operations.",False,False,False,False,,soft,spec,0.7989678382873535
"• Installation of rainwater harvesting system in all palm
oil mills by 2030.",False,False,False,False,2030,soft,spec,0.7656750082969666
"• Installation of water recycling basin at one banana
packing station by 2025.",False,False,False,False,2025,soft,spec,0.8417273759841919
"This results in a total of 324 019 tCO e
2
Carbon Stock (HCV-HCSA) sequester carbon while sequestered in 2024.",False,False,False,False,,soft,spec,0.892117440700531
"SIPEF did not use nuclear
removal activity was not converted into carbon energy in 2024.",False,False,False,False,,soft,spec,0.7838324904441833
This incorporated the aiming for zero emissions post-2050.,False,False,False,False,2050,hard,spec,0.5905778408050537
"E Aggressive ambition: assumes the greatest
global effort, limiting warming to 1.5°C by 2100,
Climate transition risks in line with the Paris Agreement.",False,False,False,False,,soft,non,0.8795841336250305
"Locked-in emissions from assets However, by proactively addressing these potential
SIPEF has committed to no deforestation or new risks by implementing its policy on no deforestation
plantings on peatland (NDPE) since 2015 in order to or new plantings on peatland NDPE and applying
reduce emissions from land use change.",True,False,True,True,,hard,spec,0.7108718752861023
"operations (plantations and processing facilities)
to minimise net GHG emissions.",False,False,False,False,,soft,spec,0.5792433619499207
"Looking ahead, SIPEF is also exploring the coastal flooding, to effectively mitigate risks to its
possibility of harnessing biogas from the methane operations.",False,False,False,False,,soft,non,0.7837098836898804
"Additionally, SIPEF
Renewable energy: SIPEF generates renewable continuously enhances water management
energy from the by-products of milling operations and strives to reduce water usage intensity to
(fibres and shells) to power operations and employ- effectively address potential water stress across
ee compounds using steam turbines.",False,False,False,False,,soft,non,0.5377874374389648
"at one of its mills, the Group uses methane capture
from POME and a biogas generator to produce
electricity.",False,False,False,False,,soft,spec,0.6783556342124939
"Targets and monitoring
SIPEF has been actively working to reduce its cli- SIPEF has previously set a target to reduce its Scope
mate impact and adapt to identified climate risks, 1 and Scope 2 net GHG emissions by 28% by 2030
and is further strengthening these efforts by setting compared to base year 2021.",False,False,False,False,2030,soft,spec,0.6984425783157349
"This updated target will be used in the development
E Site based monitoring of GHG emissions through of a climate change mitigation transition plan.",False,False,False,False,,soft,non,0.8758260011672974
"In the meantime, SIPEF actively monitors GHG
E Protection of coastal shorelines and prevention emissions across its operations.",False,False,False,False,,soft,non,0.8568850159645081
"SIPEF Integrated Annual Report 2024 Sustainability Statement 131
E2: Pollution
SIPEF is committed to minimising its impact fertilisers and pesticides to a minimum, and buffer
on natural resources and the environment.",False,False,False,False,,soft,non,0.8455069661140442
"These policies set tainability, supported by the heads of each regional
the framework for a broad range of measures sustainability team, and other relevant depart-
related to minimising pollutants to the environ- ments at the Group’s operations.",False,False,False,False,,soft,non,0.9400184154510498
"Actions, targets, and monitoring
Pollution of air Engineering controls are implemented to minimise
Biomass combustion contributes to the genera- smoke density and particulate emissions, includ-
tion of renewable energy at SIPEF’s palm oil mills.",False,False,False,False,,soft,non,0.6843974590301514
"To mitigate this, SIPEF ensures that ing the amount of particulates released into the
biomass combustion is maintained at an optimal atmosphere.",False,False,False,False,,soft,non,0.6454755663871765
level to minimise the release of particulates.,False,False,False,False,,soft,non,0.6202027201652527
"SIPEF follows mandatory requirements in SIPEF’s best practices in agrochemical manage-
Indonesia and Papua New Guinea and has set a ment align with the requirements of both the
target for zero non-conformance with local and Roundtable on Sustainable Palm Oil (RSPO) and
industry regulations on smoke density across all Rainforest Alliance certification programmes.",False,False,False,False,,hard,non,0.6713902950286865
its palm oil mills to control the pollutants emitted.,False,False,False,False,,soft,non,0.5039736032485962
"SIPEF recognises the vital importance of
security, responsible water stewardship presents responsible water management and is committed
a valuable opportunity to enhance resilience, pro- to minimising its impact on local ecosystems and
tect natural resources, and support sustainable communities.",False,False,False,False,,soft,non,0.936142086982727
"palm oil mill has been incorporated into the
• Water recycling basin at water consumption monitoring framework
one packing station by
2025.",False,False,False,False,2025,soft,spec,0.661017656326294
"138 The connection to the world of sustainable tropical agriculture
Policies and commitments
SIPEF’s approach to water management is ground- minimising the use of agrichemicals, reducing
ed in its Environmental Policy and Responsible waste and pollution, and maintaining riparian
Plantations Policy (RPP).",False,False,False,False,,soft,non,0.8406864404678345
"Policy commits the Group to preventing pollution
and improving environmental performance by These commitments guide SIPEF’s actions to
using resources efficiently, including water.",False,False,False,False,,soft,non,0.8630199432373047
"It also ensure that water resources are used efficiently
emphasises compliance with relevant environmen- and responsibly, in support of both operational
tal regulations and the continuous improvement of sustainability and the protection of surrounding
environmental practices.",False,False,False,False,,soft,non,0.9255712032318115
"Some mills recycle treated Palm Oil Mill
ecosystems.",False,False,False,False,,soft,spec,0.5556761026382446
"Across all plantations and processing Effluent (POME) for land application within the
sites, water usage is closely monitored, with contin- plantations, while others discharge the treated
uous efforts to improve efficiency and reduce water effluent into rivers or other water bodies in com-
usage intensity.",False,False,False,False,,soft,non,0.633992075920105
"subtracting the volume of water discharged from
After use, 100% of water from the packing process palm oil mills and packing stations from the total
is either recycled through decantation tanks and water withdrawn across palm oil mills, banana
redirected to dams for future irrigation or safely plantations, and packing stations.",False,False,False,False,,soft,spec,0.7668089270591736
"To reflect varying environmental conditions and
For palm oil processing, a total of 504 545 m3 of operational contexts, SIPEF has set water usage
water was recycled and reused through the land intensity targets for its palm oil mills based on the
application of treated POME.",False,False,False,False,,soft,spec,0.7726250886917114
"For banana operations, a total of 46 524 m3 of Water usage intensity targets will be set for banana
water was recycled and reused across the packing operations once an accurate baseline has been
stations and for irrigation within the plantations.",False,False,False,False,,soft,spec,0.7902575135231018
"The vol- In 2024, the Agro Muara Rupit mill in Indonesia
ume redirected for irrigation corresponds to 100% recorded a water usage intensity of 1.24 m3 per
of the treated discharge from the relevant packing tonne of FFB, exceeding its target of (cid:41)1.0 m3 per
stations and is equivalent to the water withdrawal tonne.",False,False,False,False,,soft,spec,0.9307323694229126
"In Papua New Guinea, all mills including the installation of rainwater harvesting
operated within their respective water intensity systems at all palm oil mills and the implementation
targets, with values ranging from 1.00 to 1.23 m3 of a water recycling basin at one packing station.",False,False,False,False,,soft,spec,0.7953877449035645
"Most showed slight These initiatives aim to improve water efficiency
improvements compared to 2023, notably the Navo and reduce reliance on raw water sources across
mill, which reduced its water intensity from 1.56 to the Group’s operations.",False,False,False,False,,soft,spec,0.7429533004760742
"not mandatory regulatory requirements, they are
aligned with industry best practices and reflect
In Côte d’Ivoire, water usage intensity for banana SIPEF’s commitment to continuous improvement
production increased by around 19% in 2024, reach- and responsible water stewardship.",False,False,False,False,,soft,spec,0.5774086713790894
"setting site-specific intensity targets, investing in
rainwater harvesting and recycling initiatives, and
aligning practices with industry best standards,
SIPEF aims to minimise its reliance on freshwater
resources while supporting long-term environmen-
tal and operational resilience.",False,False,False,False,,soft,non,0.8243030905723572
"This gives the Group a unique position of converting high conservation value habitats during
responsibility for mitigating biodiversity loss and new developments and carefully manages existing
significantly reducing climate-related impacts by plantations to minimise land degradation, inva-
decoupling deforestation from agricultural pro- sive weed proliferation, and negative impacts on
duction.",True,False,False,False,,soft,non,0.8869034647941589
The Group's commitment to protecting watersheds.,False,False,False,False,,soft,non,0.701853334903717
"These targeted measures help safe-
biodiversity is clearly articulated in its Responsible guard critical ecosystems in the landscapes where
Plantations Policy (RPP), which includes a strict the Group operates, while ensuring compliance
no deforestation and no new development on peat with applicable environmental standards and
(NDP) commitment that has been implemented regulations.",True,False,True,True,,hard,non,0.834144115447998
"the SBI programme to 1 123 hectares of
• Restore 1 123 hectares of degraded degraded land by 2033, building on the
land within SBI by 2033, from 2024 goal of 256 hectares
baseline year 2024.",False,False,False,False,,soft,spec,0.9463143348693848
"for deforestation-free supply chains among This transition will require increased
regulators, buyers, and financial institutions investment, including continued develop-
may affect the Group.",True,False,False,False,,hard,non,0.9042466282844543
"The policy also affirms
tion and minimum standards for responsible land SIPEF’s commitment to restoring ecosystems
use, biodiversity conservation, and sustainable affected by historical non-compliant land con-
sourcing across all operations and supplier rela- version, in line with the RSPO Remediation and
tionships.",False,False,False,False,,soft,non,0.8342542052268982
"In its non-oil palm operations,
the Group adheres to recognised certification pro-
The RPuP extends these principles to all smallhold- grammes such as Rainforest Alliance, Fairtrade,
er suppliers.",False,False,False,False,,soft,non,0.5647196173667908
"Actions, targets, and monitoring
SIPEF takes a proactive approach to managing bio- Sustainable land use
diversity and ecosystem-related impacts, adopting Prior to any new land development, SIPEF conducts
a range of measures to address deforestation and integrated HCV-HCSA assessments, supported
promote biodiversity and habitat conservation.",True,False,False,False,,soft,non,0.9134280681610107
"As part of this process, the
(IPM) to reduce chemical inputs.",False,False,False,False,,soft,non,0.5060513019561768
"148 The connection to the world of sustainable tropical agriculture
Monitoring of SIPEF’s NDP commitment Target and progress
Since 2021, SIPEF has implemented a structured SIPEF has set a target to achieve zero deforestation
system to monitor compliance with its NDP policy across both its directly managed concessions and
across its supply base.",True,False,False,False,,hard,non,0.5385987758636475
"tainable land-use practices while helping to prevent
The system focuses on detecting and verifying land- land degradation.",False,False,False,False,,soft,non,0.8275313377380371
"emphasis on restoring and enhancing biodiversity
across its production landscapes.",False,False,False,False,,soft,non,0.7068930864334106
"its operations, SIPEF has established dedicated
However, the total area affected increased from initiatives like the SBI programme, which supports
2.2 to 11 hectares, suggesting greater intensity or forest restoration and community-led stewardship.",False,False,False,False,,soft,spec,0.7052274942398071
"In line with this vision, As part of this strategy, SIPEF has set a 2024 target
SIPEF is advancing integrated land-use planning to establish at least one landscape-level example of
in Papua New Guinea to balance conservation and nature-positive oil palm cultivation and community
responsible development.",False,False,False,False,,soft,spec,0.5513159036636353
"with the Zoological Society of London (ZSL) and
The project also supports active reforestation and SINTAS, a local NGO in Indonesia, SBI also aims
agroforestry.",False,False,False,False,,soft,spec,0.5371525883674622
"to strengthen science-based conservation and
monitoring efforts.",False,False,False,False,,soft,non,0.8285056948661804
"It represents an
E The sustainable use and protection of water
important step towards achieving carbon neutrality
and marine resources
by 2050 in line with EU goals, as it establishes clear
E The transition to a circular economy
definitions and criteria for what is considered to
E Pollution prevention and control
be sustainable.",False,False,False,False,2050,soft,non,0.8217887878417969
"to achieving 100% certification across its palm
and banana operations, ensuring compliance with
Policies dedicated to respecting human rights in own workforce
SIPEF’s Human Rights Policy and all other afore- operations, these policies have been transposed
mentioned workforce-related policies apply to all into country-level policies.",False,False,False,False,,soft,non,0.7713137269020081
"However, it has set a target to achieve 100% RSPO
certification for SIPEF’s own oil palm estates by
the financial year 2030.",False,False,False,False,2030,soft,spec,0.9429184794425964
"Through compliance monitoring,
trafficking, and child labour, across its operations industry engagement, and responsible employment
and supply chain.",False,False,False,False,,soft,non,0.9157211184501648
"SIPEF has set a broader target to achieve 100%
RSPO certification for its own oil palm estates by
the financial year 2030, while its banana operations
are already fully certified.",False,False,False,False,2030,soft,spec,0.9166947603225708
"SIPEF has set a broader target to achieve 100%
RSPO certification for its own oil palm estates by
the financial year 2030, while its banana operations
are already fully certified.",False,False,False,False,2030,soft,spec,0.9166947603225708
"SIPEF acknowledges
equal employment laws while also implementing these realities and focuses on creating a safer, more
measures to reduce gender-related discrimination.",False,False,False,False,,soft,non,0.8923470973968506
"certification across its operations, ensuring compli-
ance with RSPO, Rainforest Alliance and Fairtrade
The Equal Opportunity Policy ensures compliance standards, which require policies promoting
with anti-discrimination and equal employment non-discrimination, gender equality, and diversity.",False,False,False,False,,soft,non,0.9027561545372009
"SIPEF has set a broader target to achieve 100%
RSPO certification for its own oil palm estates by
2030.",False,False,False,False,2030,soft,spec,0.889937162399292
"These certification schemes, includ-
ing RSPO, Rainforest Alliance, and Fairtrade, rein-
force SIPEF’s commitments to non-discrimination,
equal opportunity, and gender inclusion.",False,False,False,False,,soft,non,0.7990666627883911
"These efforts are supported by training, awareness
In line with its goal of 100% certification, SIPEF programmes, and ongoing engagement with union
complies with RSPO, Rainforest Alliance, and representatives.",False,False,False,False,,soft,non,0.7933628559112549
"196 The connection to the world of sustainable tropical agriculture
S2: Workers in the value chain
Smallholder farmers cultivate approximately 40% SIPEF is committed to responsible and inclusive
of the land planted with oil palm and produce growth, ensuring smallholder suppliers receive
around 25–30% of the world's palm oil.",False,False,False,False,,soft,spec,0.6262162923812866
"SIPEF Integrated Annual Report 2024 Sustainability Statement 203
Impacts1
Increased livelihood security A key commitment for SIPEF, and a cornerstone of
for smallholders its sustainability strategy, is the ambition to achieve
Actual positive, long-term 100% sustainably certified and traceable products,
including its supply base.",False,True,False,False,,soft,non,0.7542028427124023
Smallholder participation requirements for sustainably sourced palm oil.,False,False,False,False,,soft,non,0.5141858458518982
"PPE is also provided
as well as SIPEF’s RPuP and OHS policies.",False,False,False,False,,soft,non,0.7710827589035034
"tainability teams also engage regularly with local
communities through social impact assessments SIPEF has set a broader target to achieve 100%
and consultations as part of ongoing operational RSPO certification for its own oil palm estates by
monitoring.",False,False,False,False,,soft,non,0.6736776232719421
"The RSPO P&C include requirements for
promoting smallholder inclusion, and protecting smallholder inclusion, community development
the rights of local and indigenous communities.",False,False,False,False,,soft,non,0.7906224131584167
"for food gardening, supported with empty fruit
bunches (EFB) from SIPEF mills, which are used In Côte d’Ivoire, all employees are provided a
as organic fertiliser.",False,False,False,False,,soft,spec,0.6261340975761414
"successfully delivering the first
• Achieve food safety certification shipment of washed CPO with
for SIPEF’s ten palm oil mills in positive results
Indonesia and Papua New Guinea • Set a new target to achieve food
by 2028.",False,False,False,False,,soft,spec,0.8601504564285278
"ment to 100% sustainability certified products, By maintaining this high level of transparency
supported by a fully traceable supply chain.",False,True,False,False,,soft,non,0.6594271063804626
"Eglin),
ing, provided that the volume of certified products SIPEF's subsidiary in Côte d'Ivoire, are certified
sold does not exceed the certified input.",False,False,False,False,,soft,spec,0.5863665342330933
"under the IP supply chain model in accordance with
Rainforest Alliance certification requirements.",False,False,False,False,,soft,non,0.6930958032608032
"E www.cdp.net 246 The connection to the world of sustainable tropical agriculture
HEALTH AND SAFETY OF CONSUMERS
Ensuring the health and safety of consumers is a As a responsible producer, SIPEF prioritises
fundamental priority in the food industry.",False,False,False,False,,soft,non,0.9049791097640991
"To minimise the risk of contamination and defects, SIPEF invests in advanced processing tech-
nologies that enhance product integrity and reduce impurities, including CPO washing facilities
for chloride removal.",False,False,False,False,,soft,non,0.6906126141548157
"Beyond technical improvements, SIPEF actively engages with customers
and industry stakeholders to refine its quality management systems.",False,False,False,False,,soft,non,0.9344604015350342
"To strengthen risk mitigation, SIPEF implements a robust traceability system, which assures its
customers and other stakeholders that all of its agricultural products can be traced back to certi-
fied, responsibly managed sources.",False,True,False,False,,soft,non,0.9041274785995483
"SIPEF also invests in contaminant reduction, including CPO
washing processes to minimise chloride levels, as well as the control and reduction of MOSH and
MOAH.",False,False,False,False,,soft,non,0.6919292211532593
"The Company also invests in enhancing its traceability systems, including
GeoSIPEF, to provide verifiable proof of sustainable sourcing, a key requirement under the
EUDR.",False,True,False,False,,soft,non,0.8177961111068726
"SIPEF is already implementing low-contaminant
production processes, such as CPO washing to reduce chloride, making its products more attrac-
tive for premium food and cosmetic applications.",False,False,False,False,,soft,non,0.6354970932006836
"With a commitment to 100% RSPO certification, including for
its smallholder suppliers, SIPEF ensures that all its palm oil is produced in line with the highest
sustainability standards.",False,False,False,False,,soft,spec,0.6415029168128967
"Through RSPO certification and tools like GeoSIPEF, the Company can demonstrate that it main-
tains full traceability of its palm oil supply chain, allowing customers and regulators to verify
compliance with its no deforestation, no peat, and no exploitation (NDPE) policies.",True,True,True,True,,hard,non,0.6884694695472717
"As public scrutiny of palm oil remains high, SIPEF actively engages with industry associations,
policymakers, and sustainability initiatives to advocate for responsible palm oil production.",False,False,False,False,,soft,non,0.8335275650024414
"By maintaining full compliance with global sustainability standards, leveraging innovation for
transparency, and reinforcing its market position as a trusted supplier of more sustainable palm
oil, SIPEF ensures that it remains resilient against industry-wide reputational challenges.",False,False,False,False,,soft,non,0.8331229090690613
"SIPEF’s approach:
SIPEF proactively addresses the increasing scrutiny on contaminants in palm oil by investing in
advanced quality control processes and technologies and strengthening its collaboration with
customers to meet evolving industry standards.",False,False,False,False,,soft,non,0.8934078216552734
"The Foodexpert platform to provide transparent pesti-
Group has completed the conversion of all mill cide management, submitting its plant protection
machinery to H1 food-grade lubricants, which are products list (PPPL) for compliance verification
free from potentially harmful mineral oil saturated against UK and EU MRL regulations.",False,False,False,False,,soft,non,0.6033340096473694
"SIPEF adheres to a no deforestation, no peat, no exploitation (NDPE) policy, ensuring that all
agricultural developments comply with strict land use and conservation guidelines.",True,False,True,True,,hard,non,0.6988664269447327
"SIPEF
ensures 100% of its palm oil operations are RSPO compliant and maintains Rainforest Alliance
and Fairtrade certifications for bananas, demonstrating compliance with global environmental
standards.",False,False,False,False,,soft,non,0.5251277685165405
"SIPEF has set a GHG emission reduction target of 28% by 2030 and actively invests
in methane capture facilities, renewable energy, and waste management systems.",False,False,False,False,2030,soft,spec,0.9136121869087219
"The Company
integrates best management practices to minimise pollution, including the use of organic
fertilisers, water conservation strategies, and waste recycling programmes.",False,False,False,False,,soft,non,0.7955609560012817
"The Company maintains clear sustainability policies, including
NDPE commitments, human rights protections, and RSPO, Fairtrade, and Rainforest Alliance
certifications, which reinforce SIPEF’s responsible business conduct.",False,False,True,False,,soft,non,0.8668537735939026
"The Company actively supports smallhold-
ers in achieving certification, reinforcing SIPEF’s role in responsible supply chain management.",False,False,False,False,,soft,non,0.84018474817276
"To foster a culture of
integrity, SIPEF conducts regular training programmes to raise awareness about bribery risks
and reinforce ethical decision-making at all levels of the organisation.",False,False,False,False,,soft,non,0.9234148263931274
"The WACC is increased and decreased with one
percent.",False,False,False,False,,soft,spec,0.7197299599647522
"Environmental risk
The Group manages key environmental-related risks that are linked with land use and conservation through its group-wide
commitment to ‘no deforestation’ and ‘no new development in peat areas’ (NDP).",True,False,True,True,,hard,non,0.8242819905281067
"Annexes 406 The connection to the world of sustainable tropical agriculture
Annex 1 – Sustainability targets
and achievements
ENVIRONMENTAL INFORMATION
Focus area: Environmental stewardship
Goals: GHG emissions reduction and long-term climate resilience
Approach: To implement a comprehensive climate transition plan that integrates sustainable energy
practices, circular economy principles, optimised land use, and water resource management, while
protecting biodiversity and fostering a sustainable, low-carbon future for the oil palm industry.",False,False,False,False,,soft,non,0.91590815782547
