claim,deforestation,traceability,ndpe,peat,deadline,strength,specificity,specificity_score
"This initiative helps smallholders secure financing with the Danish Government, Preferred by Nature,
expertise as one of the partners fulfilling its
for sustainable palm replanting, increasing their income while preventing Ferrero, Sustainable Agriculture Network (SAN), and
designated function.",False,False,False,False,,soft,spec,0.5041263699531555
"Danish government in collaboration with Preferred by Nature, Jérémie heads the Asia team of L3F, a public-private
Ferrero, SAN, Agriterra, and Musim Mas for Sustainable Palm initiative that supports sustainable agriculture and rural
Abler Nordic, Livelihoods Funds, Musim Mas, and Temasek Foundation Launch
Oil Production in Indonesia development, particularly for smallholder farmers in
Blended Finance Initiative on Sustainable Oil Palm to Combat Deforestation and
developing countries.",True,False,False,False,,soft,spec,0.7405956387519836
"The information
Community Rights
we gather helps us formulate our land Our commitment to responsible growth is
We respect and uphold the human rights use, development, monitoring, and rooted in the first pillar of our Sustainability
of all community members and obtain management plans.",False,False,False,False,,soft,non,0.9198678731918335
"Through this program, we aim to foster collaboration between
operations in Indonesia, including our
academia and industry to develop actionable solutions for sustainability challenges.",False,False,False,False,,soft,non,0.8983423113822937
"The resulting targets are Most recently, we adopted a science-based near- and long-term reduction targets
to a low-carbon future generates new outlined in our Biodiversity and Climate approach to our GHG emissions targets validated by the SBTi in October 2024..",False,False,False,False,,soft,spec,0.5493797063827515
"They are part of our in alignment with the Paris Agreement’s a result, our targets comply with the SBTi
the growing demand for low-carbon commitment to sector-level value chain goal of limiting global warming to 1.5°C Corporate Net-Zero Standard and the SBTi
products and developing climate- action under the COP2715 Agriculture above pre-industrial levels.",False,False,False,False,,hard,non,0.6988391280174255
"Using 2021 as the Group’s baseline
we continue to invest in decarbonization set our net-zero emissions targets and year, Musim Mas has committed to the
initiatives, including the installation of Over the years, we have tracked and are proud to have had our ambitious following:
methane capture technology that began reported on the GHG emission intensity
in 2010.",False,False,False,False,,hard,spec,0.7984495759010315
"Our initial
Category Near-Term 2030 Targets Net-Zero 2050 Targets
renewable energy sources, notably by goal was to achieve a 55% reduction
recycling palm kernel shells and installing by 2025 against our 2006 baseline.",False,False,False,False,2025,hard,spec,0.9373498558998108
"Our initial target exceeded palm Reduce absolute Scope 1 and 3 Reduce absolute
FLAG FLAG GHG emissions Scope 1 and 3 FLAG GHG
have optimized our day-to-day practices to oil industry standards at the time, and
by 30.3% by 2030 emissions by 72% by 2050
uphold our no deforestation and no peat we are raising the bar again by adopting
planting commitments.",True,False,True,True,2030,hard,spec,0.889396607875824
"Furthermore, we engage with suppliers global low-carbon emission goals and
on our No Deforestation, No Peat, and international frameworks, such as the
Our SBTi-validated targets apply to the Group’s operations including upstream,
No Exploitation (NDPE) policies and our GHG Protocol and Science Based Targets
midstream, and downstream operations.",True,False,True,True,,hard,non,0.7697028517723083
The remaining decarbonization efforts.,False,False,False,False,,soft,non,0.6234182119369507
"Methane Captures
A dedicated Net-Zero Task Force has
One of our significant sources of upstream
been established to lead the Group’s
emissions is the methane generated from
climate action programs.",False,False,False,False,,hard,non,0.6457605957984924
"Besides lowering our Scope 1 emissions by
capturing methane, our biogas plants have
We will provide more information about
reduced our consumption of purchased
emissions reduction interventions and
electricity from the grid.",False,False,False,False,,soft,spec,0.7108784317970276
"increases on our business, including: projects a global temperature increase of
significance based on their severity and
up to 1.5°C due to concerted international
likelihood, alongside our operations’
We conducted a preliminary study in
• Climate-related physical risks – which efforts.",False,False,False,False,,soft,non,0.9285756945610046
"17 Paris-aligned scenarios are projections that are consistent with the Paris Agreement’s goals, which aim to restrict global warming to well below 2°C through efforts to limit it to 1.5°C above pre-industrial levels.",False,False,False,False,,soft,non,0.7848191261291504
"For example, our NDPE and sustainability policies
• Potential revenue loss
free products and ensure supply chain include commitments to No Deforestation and traceability to
from instances of non-
Climate or
traceability.",True,True,True,False,,hard,non,0.8354621529579163
"Countries where we operate already have or Regulatory • Increased operating and We are committed to reducing our GHG emissions by setting
are planning to implement carbon pricing procurement costsas a Medium ambitious targets aligned with the SBTi.",False,False,False,False,,soft,non,0.5409351587295532
"improved agricultural productivity Medium to
Long Term
• Reduced soil degradation
Increased Use of
Precision Agriculture
Using renewable energy sources, including on-site solar and Technology • Decreased carbon-related costs when regulatory
biomass, as well as renewable energy certificates (RECs), as fossil pricing is in place Long
fuel substitutes.",False,False,False,False,,soft,spec,0.5110291242599487
committed to our net-zero goals.,False,False,False,False,,hard,non,0.500298023223877
"Our energy intensity generated by our methane capture facilities to the national
efficiencies across our upstream decreased from 7.53 GJ per tonne of CPO/PK produced in 2023 grid, totaling 33.8 million kilowatt hours (kWh) in 2024.",False,False,False,False,,soft,spec,0.9493106007575989
"operations to minimize our overall to 7.45, due to the increased volume of FFB processed.",False,False,False,False,,soft,spec,0.8300994038581848
"About 2024 Chairman About Approach to Improve the Lives of Deliver Positive Maintain Responsible and Enduring Drive Innovation Assurance Appendices
65 Musim Mas Sustainability Report 2024 This Summary Statement Musim Mas Sustainability Smallholders, Workers, Environmental Relationships with Suppliers, in Sustainable Statement
Report Progress and Communities Impacts Customers, and Stakeholders Practices
Climate Action Positive Environmental Impacts
Using Solar Energy to Power Our Operations
As part of our commitment to reducing carbon emissions and
transitioning to net-zero, Musim Mas is trialing a rooftop solar
photovoltaic (PV) panel system at one of our facilities.",False,False,False,False,,hard,non,0.5699893832206726
"This initiative
aligns with our broader strategy to explore alternative green energy
sources and support environmental protection efforts.",False,False,False,False,,soft,non,0.8049676418304443
"Generating around 4% of the site’s electricity needs, our solar panels are
a tangible step forward in our journey toward Net Zero.",False,False,False,False,,hard,spec,0.8726463317871094
"This initiative
underscores our commitment to sustainable energy and marks the
start of broader efforts in our decarbonization journey.",False,False,False,False,,soft,non,0.8035856485366821
"We estimate that
the system reduces carbon emissions by approximately 1,191 tonnes of
CO₂ equivalent per year.",False,False,False,False,,soft,spec,0.9357402324676514
"In light of these and other successes, Musim Mas continues to explore
opportunities to scale up renewable energy usage across our operations.",False,False,False,False,,soft,spec,0.52991783618927
"We are
Additionally, we are endeavouring to restore natural ecosystems18 in our management
guided by our NDPE Roadmap and Biodiversity and Climate Resiliency Action Plan 2022.",False,False,True,False,,soft,non,0.7877580523490906
"areas affected by fire, deforestation, conversion, and non-compliance, per our NDPE
Additionally, we are committed to zero conversion of natural ecosystems within our
cut-off date.",True,False,True,False,,hard,non,0.511989951133728
"To ensure that our supply chain remains
deforestation-free, we track and trace all
sourced FFB to plantation and engage
with our suppliers to ensure compliance
with our No Deforestation and No Peat
commitments.",True,False,True,True,,hard,non,0.6323863863945007
"Musim Mas is also committed to sourcing
coconut from deforestation-free areas,
as outlined in our Sustainable Coconut
Sourcing Strategy.",True,False,False,False,,hard,spec,0.622208833694458
"394
334 this initiative, we also provide educational
326
resources, agricultural equipment, and
In 2024, we identified 334 hotspots 289
incentives to communities that adopt fire-
within our concessions.",False,False,False,False,,soft,spec,0.7667248249053955
"We monitor phosphorus and All non-hazardous waste produced by our To minimize the pollution risks associated
nitrogen levels at inlet and outlet points upstream processes is recycled or reused.",False,False,False,False,,soft,non,0.6520094871520996
"To further reduce the associated
and boiler ash are recycled as organic risks, we provide regular education and
See SR2024 Sustainability Performance Data for BOD
and COD levels fertilizer at our plantations.",False,False,False,False,,soft,non,0.7668503522872925
"Finally, we training to our workers, thus ensuring they
direct POME from our mills to our methane properly handle and segregate waste.",False,False,False,False,,soft,non,0.52959805727005
"We continue to assess
and monitor our operations and supply chain for No
Deforestation and No Peat (NDP) risks per our NDP
Risk Management Framework, which is complemented
by the Agriculture Sector Roadmap to 1.5°C, a multi-
stakeholder initiative aimed at reducing emissions and
effecting a sector-wide transformation.",True,False,False,True,,soft,non,0.9333313703536987
"In 2024, a total of 142,201 MT of
0.7%
coconut oil was sourced from two suppliers
Musim Mas Malaysia – both of which have been assessed for their
Mills
deforestation risk.",True,False,False,False,,soft,spec,0.9183365106582642
"By
Palm Oil Traceability
100% 100% 100% 100% 100% adapting our existing TTP method, we have
98% 98%
98%
Effectively managing and addressing 97% 97%
96% achieved 100% traceability to plantation
94%
potential deforestation and peat
for coconut oil sourced in 2024.",True,True,False,True,,soft,spec,0.8742093443870544
"We can easily trace CPO and PK sourced
from Roundtable on Sustainable Palm Oil
(RSPO)-certified supply chains to plantation.",False,False,False,False,,soft,spec,0.506161093711853
"Additionally, we remain an active member of
Roadmap to 1.5°C, Musim Mas is committed traceability, calculating and reporting
the technical working group focused on strengthening the IRF methodology to benefit
to 100% of our palm oil volumes ‘Delivering’ our Verified Deforestation-Free (VDF)
the industry.",True,True,False,False,,hard,non,0.6002272367477417
"on our No Deforestation and No Peat status is challenging for Musim Mas and
commitments by 2025, per the NDPE the industry.",True,False,True,True,2025,hard,non,0.5151788592338562
"We continue • Determining the percentage of
to collaborate closely with them to reach 1.10% 1.20% deforestation-free supply from each mill
4.80% 4.28%
100% ‘Delivering’.",True,False,False,False,,hard,spec,0.8455555438995361
"10.23% 18.55%
13.93% 24.01%
In 2024, our supply chain was determined
to be 99.47%* deforestation-free, and
2024 2023 2022 2021
we remain on track to ensure it is 100%
deforestation-free by 2025.",True,False,False,False,2025,hard,spec,0.9411670565605164
"The KPIs assessed will include RSPO certification of independent
smallholders, training of independent smallholders, and maintaining a deforestation-free
In 2024, Musim Mas celebrated two sustainability-related financing milestones.",True,False,False,False,,hard,spec,0.778377890586853
"We also offer
Our efforts also extend to supporting our suppliers, further ensuring that they meet our
consumers, including children, extending certified sustainable products adhering to
customers’ stringent requirements and the highest product quality and safety standards.",False,False,False,False,,soft,non,0.7107141017913818
"Mineral oil in food: understanding these contaminants
Significantly, our oil palms are non-genetically
modified (non-GMO), further enhancing the We strive to minimize contamination risks
safety and quality of our products.",False,False,False,False,,soft,non,0.7930838465690613
"With potential yields exceeding 10 tonnes (MT) of CPO per hectare, the GS
and productivity, reduce greenhouse gas
5.86
series significantly outperforms the industry average of 3.25 MT per hectare.",False,False,False,False,,soft,spec,0.9114660024642944
"For continuity, it will
sustainability teams in implementing receiving training on SBTi target setting, existing and emerging climate-related
build on our existing disclosures aligned to
climate-related management programs decarbonization, and best management regulatory requirements, environmental
the Taskforce on Climate-related Financial
and action plans across Musim Mas.",False,False,False,False,,soft,non,0.9504123330116272
"Our inaugural
linked deforestation consistent with a 1.5°C
climate risk scenario analysis, conducted
warming pathway.",True,False,False,False,,soft,non,0.8089233040809631
"We are proud to have
invest in methane capture facilities to
Process for identifying and
had both our near- and long-term reduction
reduce our carbon emissions and exposure
assessing climate-related risks
targets validated by the Science Based
to future carbon pricing and work closely
Targets initiative (SBTi) in October 2024.",False,False,False,False,,soft,non,0.6342140436172485
"This
with stakeholders to maintain compliance Process for managing climate-
• Climate Resilience and Mitigation
Risk
means compliance with the SBTi Corporate related risks
with climate-related regulations.",False,False,False,False,,soft,non,0.955226719379425
"The Management
• Aligning with TCFD Recommendations
Net-Zero Standard and the SBTi Forest,
findings of our climate risk assessment
Integrating processes into
Land, and Agriculture Guidance (FLAG).",False,False,False,False,,hard,non,0.8831287026405334
"will inform our upcoming roadmap and overall risk management
framework
provide a comprehensive strategy for
We track various metrics to monitor our
addressing climate-related risks.",False,False,False,False,,soft,non,0.9707369804382324
"We released four new oil palm seedlings (Musim Mas GS Series) with superior traits that
weather, drought, flooding and other disasters and
result in greater yield, land-use efficiency, and productivity.",False,False,False,False,,soft,non,0.5149793028831482
"are sustainable, in accordance with national policies
AND PRODUCTION
and priorities
Sustainability certification and compliance:
• Complying with leading industry certification and verification schemes within our operations PI L L A R 1 PI L L A R 2
to progressively raise standards in the palm oil sector; supporting leading industry certification
PI L L A R 3 PI L L A R 4
and verification schemes to delink oil palm expansion and deforestation, protect forests, optimize
productivity and efficiency, etc.",True,False,False,False,,soft,non,0.6746771931648254
"Climate risk and adaptation:
• Minimizing GHG emissions through targeted reduction plans; generating energy from process
13.1: Strengthen resilience and adaptive capacity to
waste, and investing in renewable energy sources (e.g., methane capture facilities)
climate-related hazards and natural disasters in all P I L L A R 2
• Adopting the TCFD framework for climate reporting.",False,False,False,False,,soft,non,0.8735876679420471
"SDG 13:
• Developing a net zero roadmap.",False,False,False,False,,hard,non,0.7478217482566833
"fire management pilot program which global methodology used in agricultural Indonesian Sustainable Palm Oil (ISPO)
Testing for BOD assesses the amount of provides training, equipment and economic land development planning and currently Indonesia’s mandatory national sustainable
organic matter in water.",False,False,False,False,,soft,non,0.7245769500732422
"technology needed to undertake palm oil
model separating sustainable palm oil from
Greenhouse Gas (GHG) Emissions
cultivation.",False,False,False,False,,soft,non,0.5299603939056396
