company,claim
gentingplantations,"engagement strategy, including efforts to facilitate sustainable palm oil certification."
gentingplantations,"During the year,
resources were directed towards mitigation and adaptation measures aimed at Key initiatives include:
stabilising the supply of FFB and CPO despite adverse climate conditions."
gentingplantations,"This reflects the 2050, limiting global temperature rise to 1.5°C."
gentingplantations,"Rapid deployment of renewable energy and significant
inverse relationship between global mitigation efforts behavioural shifts drive accelerated decarbonisation."
gentingplantations,"To respond to these shifts, the Group will
may be incurred to meet reporting standards and need to accelerate its transition initiatives and introduce
demonstrate progress towards a lower-carbon economy."
gentingplantations,"Energy Efficiency Practices
Renewable energy derived from oil palm biomass, including palm fibres, palm kernel Energy efficiency measures are applied across operations as part of routine
shells and empty fruit bunches, is used as fuel at oil mills and selected downstream operational management."
gentingplantations,grid electricity and alternative energy sources.
gentingplantations,"Group is committed to advancing collective global efforts to combat climate change,
underpinned by its carbon neutrality targets for Malaysian operations by 2030 and Data from RSPO-certified oil mills and estates are also submitted to the RSPO PalmGHG
Indonesian operations by 2035."
gentingplantations,"36
noitcudortnI
hcaorppA
ytilibaniatsuS
ruO
tnemnorivnE
ytinummoC
ecalpkroW
ecalptekraM
noitamrofnI
rehtO
Sustainability Report 2025
OUR ENVIRONMENTAL RESPONSIBILITY
Metrics and Targets The Group continues to focus on operational measures to manage and reduce energy
consumption, including improvements in energy efficiency, process optimisation, and
The Group’s primary climate-related metric for managing risks and opportunities the evaluation of alternative energy solutions where feasible."
gentingplantations,"fertilisers as alternatives to inorganic fertilisers, mitigating emissions from fertiliser
use."
gentingplantations,"Neutrality by Neutrality by
• Implementing best practices across operations to mitigate and reduce GHG
emissions, including halting deforestation, enforcing NDPE and Zero Burning Policy,
2030 2035 and applying sustainable management on cultivated peatlands."
gentingplantations,"Commissioned in 2014, Genting Jambongan Oil Mill is Malaysia’s first zero-discharge
for Malaysian for Indonesian
palm oil mill, and since 2021, belt press technology installed in five oil mills has helped
operations operations
avoided 26,305 tCO₂e of GHG emissions during the reporting year."
gentingplantations,"Moving forward, the Group will continue to explore opportunities to invest in facilities
that reduce GHG emissions, including the implementation of methane capture systems,
such as the construction of a biogas plant at Genting Ayer Item Oil Mill and where such
initiatives are effective and applicable across its operations."
gentingplantations,"underpins the Group’s broader climate mitigation and adaptation strategy, while
driving the monitoring and continuous improvement of emissions performance."
gentingplantations,The Group is dedicated to conserving and enhancing biodiversity throughout all our plantation operations.
gentingplantations,"We implement a practice Biodiversity Action Plan that combines
sustainable land management, wildlife protection and community engagement."
gentingplantations,"In line with our climate mitigation efforts, we continue to be guided by the RSPO’s NPP, Preventing Deforestation
the MSPO standards and our Sustainability Policy to uphold our commitment to no
deforestation, conservation and biodiversity."
gentingplantations,"We manage climate-related risks through We apply policies and procedures to prevent deforestation risks across our
the Environmental Policy and the Environmental Management Guidelines, guided by a operations and supply chain."
gentingplantations,approximately with GENP’s no-deforestation standards.
gentingplantations,"In 2025, the
Group expanded supplier oversight, monitoring 11%
16,153
of FFB suppliers covering 19,758 hectares, up from
Driving Conservation for a Greener Future
10% in 2024."
gentingplantations,"If any supplier is found to have cleared
We carry out targeted conservation efforts to safeguard biodiversity and limit hectares of HCV land after the EUDR cut-off date, reforestation actions
environmental impacts across our operations."
gentingplantations,These efforts prioritise the protection areas and will be considered to address confirmed deforestation.
gentingplantations,"13,125 As part of its ongoing conservation responsibility, the
Group manages approximately 16,153 hectares of
The Group approach to conservation aligned with SDG 15, which promotes the protection, hectares of other HCV areas and 13,125 hectares of other conservation
restoration and sustainable use of terrestrial ecosystems, forests and biodiversity."
gentingplantations,"Ongoing rehabilitation efforts are being implemented to strengthen the
carbon sequestration potential of these ecosystems."
gentingplantations,"Integrated Pest Management Fe rtiliser Application Management
We implement Integrated Pest Management (“IPM”) to reduce reliance on chemical The Group manages fertiliser application through established standard operating
inputs, minimising our environmental impact."
gentingplantations,"We also
implement surface run-off controls to prevent nutrient flow into conservation areas,
supporting ecosystem protection and long-term landscape stewardship."
gentingplantations,"These include air and water quality, food security and broader human term partnerships that aim to improve habitat quality
well-being."
gentingplantations,"Since 2021, the Group
has worked with the Bringing Back Our Rare Animals
To safeguard sensitive habitats, the Group prohibits development in HCV, HCS and peatland areas."
gentingplantations,"The Group (“BORA”) on reforestation programmes, including the
also implements conservation initiatives to protect and manage landscapes that support endangered, rare and planting of orangutan food trees across its estates in
threatened species."
gentingplantations,"These efforts focus on
restoring riparian and flood-prone zones using native
In Indonesia, internal teams carry out wildlife stock verification and ground-truthing surveys to improve the Group’s species to promote ecosystem resilience."
gentingplantations,"The initiative focuses on rehabilitating buffer zones within plantation landscapes to create safe movement routes for wildlife and
rebuild degraded ecosystems."
gentingplantations,Local communities contribute to the initiative through nursery training programmes that build skills and create alternative income sources.
gentingplantations,"The Group applies a Zero Burning Policy across its operations to prevent
emissions associated with open burning."
gentingplantations,"to protect water quality, sources like rain-fed levels and weather water hazards in
enhance efficiency, ponds, rivers and lakes, patterns monitoring response to the
and optimise its water to ensure the availability through rainfall collection escalating global
In response, we are committed to sustainable water management
management system of fresh and clean stations to address temperatures and the
to reduce water use intensity by 2050 across our operations."
gentingplantations,"a reduction of increased by • biodiesel plants decreased by 2%
71% 13% • refinery increased by 14%
We also continue to refine water utilisation measurement and
baselines as operational scope and water-use parameters evolve."
gentingplantations,"This is implemented particularly in derivative processes, with oil mills In 2025
and downstream facilities already recording improvements in water-
use intensity, in line with long-term water stewardship objectives."
gentingplantations,"This will help improve our practices and identify
assessment, none of GENP’s oil mills or downstream operation units areas that require immediate actions to reduce water use."
gentingplantations,"As at oil mills and downstream facilities across our operations to optimise and reduce water-use intensity,
of December 2025, no water-related risks were identified and there thereby strengthening our overall water management practices."
gentingplantations,"and COD contents from external
oil mills and ashes
before they are parties due to the
produced are used
used as fertilisers efficacy of EFB as
In line with our sustainability goals, we implement as agricultural
and to irrigate our organic mulch
circular economy practices to reduce waste to landfill."
gentingplantations,"Biomass such as dried palm fronds and EFB is
Palm Fronds Organic Fertilisers
repurposed as mulching material in our plantations
Fronds are chipped or pruned and Our biomass and by-products are used
to maximise resource efficiency."
gentingplantations,"POME, the main organic and contaminated wastewater stream contributing to both recycling and energy recovery across operations."
gentingplantations,"By integrating
generated during the processing of FFB, accounts for a significant portion of water use biomass by-products into daily practices, we reduce overall waste generation and
at our milling facilities."
gentingplantations,"produced and treated through dedicated systems to minimise potential impacts on
surrounding land and water bodies."
gentingplantations,"In the context of oil palm cultivation and milling, biomass recycling offers a practical
and sustainable avenue for optimising material use."
gentingplantations,"Common by-products such as
Commencing in 2025, Genting Ayer Item Oil Mill utilised methane capture technology EFB, PKS and fibre are repurposed as mulch, soil enhancers or as biofuel for in-house
to reduce greenhouse gas emissions and mitigate environmental impacts."
gentingplantations,"During the year under review, the Group recycled approximately
the Group has established a roadmap to guide the phased installation of methane 1,133,335 metric tonnes of biomass."
gentingplantations,"We are also working towards reducing Biochemical
Oxygen Demand (“BOD”) and Chemical Oxygen Demand (“COD”) levels by 2050 to not Scheduled Waste Management
only improve water quality but also lower GHG emissions in the long term."
gentingplantations,"Executed a range of POME management strategies, including
treatment, land application and composting, all geared towards the Going forward, we will continue to strengthen the management of hazardous
beneficial repurposing of POME as a fertiliser and non-hazardous waste across all operations, while improving the performance
and efficiency of wastewater treatment systems."
gentingplantations,"Environmental Concerns
Managing Human-Wildlife Conflicts Preventing Forest Fires and Collaborating with Local Farmers
and Preventing Poaching Promoting Sustainable Farming on Sustainable Practices
Key Initiatives
Awareness Campaigns Zero Burning Policy Training and Support
Raised awareness among communities on the Upheld a strict Zero Burning Policy and worked with Introduced sustainable agricultural methods to local
importance of coexisting with wildlife and the need local communities to highlight the risks linked to slash- farmers, as many local communities rely on farming
to discourage hunting and poaching of endangered and-burn practices."
gentingplantations,"prevention and promoted agricultural methods that do
not involve the use of fire
Collaborations
Community Engagement
Worked with local NGOs and state wildlife agencies
to train employees and support, where necessary, Collaborated with local communities through
the safe relocation of endangered species to reduce programmes such as the Desa Peduli Api sessions to
human wildlife conflict integrate fire prevention measures and sustainable
farming practices within the community
These initiatives have resulted in various tangible outcomes, including protecting endangered species supporting the stability of the ecosystem through minimised human
wildlife conflicts and prevention of poaching."
gentingplantations,"At GENP, we are committed to minimising fatalities
ZERO HARM
and high-consequence work related injuries, while
targeting to achieve zero fatalities."
gentingplantations,"They are supported by Safety and Health Committees, which are responsible for implementing robust
helps to reduce workplace incidents and supports the protocols and control measures, reinforcing GENP’s commitment to maintaining a safe and healthy working
overall goal of achieving “Zero Harm”."
gentingplantations,"We will continue to strive for a Zero Harm workplace environment by complying with the OSHMS and enhancing our safety measures, procedures and protocols based on
lessons learned."
gentingplantations,"This
approach is aligned with the UN Declaration on the
Our approach is to manage human rights in a structured and continuous manner across our operations and value Rights of Indigenous Peoples, the International Labour
chain."
gentingplantations,"Embedding Traceability Practices
We uphold transparency by keeping customers informed that our raw materials
GENP’s Owned Oil Mill Production in 2025
originate from sustainable and responsible sources."
gentingplantations,"2,462,487 mt of FFB (99.74% from sustainable sources with environmental
and sustainability standards certifications)
GENP has maintained a strict no-deforestation commitment since 2009 and
strengthened its implementation in 2025 by monitoring 11% of FFB suppliers for
• All palm kernels are sold to external crushing plants, as GENP does not
compliance, covering 19,758 hectares compared to 10% in 2024."
gentingplantations,"system aligned with EUDR expectations, we assess deforestation risks and support
responsible sourcing throughout our supply chain."
gentingplantations,We encourage suppliers to uphold ethical standards in their operations and within their own supply chains.
gentingplantations,We also provide fertilisers at Indah region.
