company,claim
apical,"enhancing water efficiency, and increasing water
In 2025, we continued to advance our understanding
Under Apical2030, Climate Action is one of four of climate-related risks and opportunities, in reuse and recycling across operations."
apical,taking urgent action to combat climate change and Sustainability Standards Board (ISSB).
apical,"These risks include extreme heat, of renewable and cleaner energy sources where
exceeding 4°C by 21003."
apical,"feasible, strengthening engagement with suppliers
Under the Green Innovation pillar of Apical2030, the policy and legal risks, technologies, and market, To strengthen the Group’s resilience, site-level to support emissions reduction, and enhancing
Group targets deriving 38% of total energy use from in alignment with Task Force on Climate-related assessments were conducted across refineries, transparency in sustainability practices."
apical,"opportunities through operational efficiency
improvements, process optimisation, innovation in Metrics and Targets Absolute Scope 1 and 2 Emissions
energy and resource use, and collaboration with
suppliers and partners to build more resilient value Apical monitors climate-related metrics to track the In 2025, Scope 1 and Scope 2 emission intensity remained 16.03% below the 2020 baseline."
apical,"increasing the use of renewable and cleaner
This exercise considered a range of plausible energy, improving water efficiency through circular 0.1404 0.1349
0.1266
future climate and transition conditions to test the solutions, and progressing toward a longer-term
robustness of Apical’s operations and mitigation net-zero ambition by mid-century."
apical,"business resilience while supporting the transition Scope 3 Emissions
toward a more sustainable and lower-carbon GHG EMISSIONS
operating model."
apical,"Apical’s approach to reducing energy consumption
Apical is implementing and exploring technologies and supporting emissions reduction across its
to enhance operational efficiency and reduce GHG operations."
apical,"Current initiatives include renewable operational efficiency within existing facilities,
energy solutions such as biomass, as well as the contributing to improved energy performance."
apical,"We progressively replace conventional
solutions with more efficient, lower-impact alternatives to meet our energy and water targets."
apical,"Through
the partnership, certified sustainable palm oil
derivatives were developed into “Batik Sawit”,
supporting the preservation of traditional
craftsmanship while reducing environmental
Renewable Energy Efficiency Circular impact."
apical,"repurposing waste to minimise Laweyan, enabling the replacement of non-
renewable materials with sustainable palm-
our footprint."
apical,"As part of our commitment of Environment, and Ministry of Forestry of the sustainable alternative to traditional petroleum-
Today, around 40 batik entrepreneurs are using
to resource efficiency and circularity, we explore Republic of Indonesia and the Environmental based paraffin wax used in batik production."
apical,"the innovation, which has improved production
opportunities to minimise our environmental Agency of the Jakarta Province through the Recognised as one of the oldest and largest batik efficiency by reducing melting time and cutting
footprint, including the use of biomass for energy Electronic Environmental Reporting Information districts in Indonesia, Kampung Batik Laweyan LPG gas consumption by half."
apical,"focus is on improving resource efficiency, reducing
resource intensity and environmental stewardship."
apical,"environmental impact and supporting the transition
Apical adopts a circular approach to resource
Environmental performance related to pollution towards more circular and lower-carbon operations."
apical,"Across our refining, oleochemical, and renewable
fuel operations, circularity is embedded through
process optimisation, responsible waste
handling, and the reuse or recovery of materials."
apical,"Sustainable Aviation Fuel (SAF)
Managing these waste streams responsibly is essential to protecting the environment, safeguarding
employee health and safety, and supporting the well-being of surrounding communities."
apical,"In 2025, we reduced Transforming waste into value-added products is central to Apical’s circular economy approach and
our waste generation by 18.10% compared to 2024."
apical,"Compared to the 2020 baseline of 588,384 tonnes, we Green Innovation pillar."
apical,"As part of its Green Innovation pillar, Apical is advancing solutions that convert
have reduced our waste generation by 78.1%."
apical,"waste and residues collected across its entire value chain into valuable products, enabling lower-carbon
operations across industries."
apical,"One key area of focus is the development of SAF, which represents one of
the most practical and scalable pathways in the transition towards a more sustainable aviation sector5."
apical,"This supports a more circular approach to bio-resource use
2020
while reducing emissions in the aviation sector, which remains one of the most challenging industries to
Baseline
decarbonise."
apical,"Scheduled for commissioning in early 2027, the
128,670
biorefinery is projected to produce up to 500,000 tonnes of SAF and renewable diesel annually using waste-
based feedstock."
apical,"By converting waste streams into renewable fuels, Apical contributes to
the advancement of circular resource management while supporting the decarbonisation of hard-to-abate
Please see Appendix 5A-5C, pages 107 - 108, for the breakdown of waste generated, diverted from disposal and directed to disposal."
apical,"5 According to the International Air Transport Association (IATA), SAF can reduce lifecycle CO₂ emissions by up to 80%, depending on the
feedstock and production pathway."
apical,"72 73 Green Innovation Green Innovation
ENERGY MANAGEMENT Our approach prioritises efficiency improvements, WATER MANAGEMENT
GRI 302-1, 302-3 increased use of renewable and clean energy, and GRI 303-1, 303-2, 303-3, 303-4, 303-5
the responsible management of biomass and fuel
We actively manage energy use across our sources."
apical,"We utilise biomass, electricity generated Water is crucial to our operations, which is used in refineries and crushing plants for oil extraction, power
operations to improve efficiency, reduce from mini-hydro plants, and optimised production generation, and pollutant dilution."
apical,towards cleaner energy sources.
apical,"combination of internal policies, operational Our approach combines operational controls, internal guidelines, and continuous monitoring to support
controls, and targeted investments, we optimise These efforts support our Apical2030 target to responsible water use and reliable operations."
apical,"Rather than increasing water reuse, these efforts aim
energy performance while maintaining operational derive 38% of total energy use from renewable and to optimise processes so that less water is required to achieve the same outcomes."
apical,"clean energy sources, while strengthening long- withdrawal increased in line with higher production volumes."
apical,"Despite the increase in withdrawal, total water consumption decreased by 8.18%
Green Innovation Initiatives 2025 compared to 2024, while water use intensity improved by 10.2%, from 0.000588 ML/t to 0.000528 ML/t of oil
processed."
apical,"A total of 56,065 MT
consumption (2023 - 2025) (%) of wood bark was utilised by our KRNR power plant
compared to 120,000 MT in 2024."
apical,"2023 2024 2025 To further improve our reliance on energy from the
grid, we are also exploring opportunities to increase
2023 2024 2025
For the 2025 reporting period, Apical’s total energy the use of various biomass feedstocks to replace
consumption was 21,181,507 GJ."
apical,"Biochemical Chemical
prioritise water efficiency and circular solutions a combination of treatment, reuse, and monitoring Oxygen Demand Oxygen Demand
where feasible, supporting our Apical2030 target to minimise impacts on surrounding ecosystems."
apical,"In China, wastewater management is regulated (BOD) / mg/L (COD) / mg/L
to improve water use intensity by 30% (see Water Where feasible, treated wastewater is reused for by the Ministry of Ecology and Environment."
apical,"These
National limit 150 500
• Reused treated wastewater from the controls and treatments support responsible water
wastewater treatment plants for non-potable management and pollution prevention."
apical,"We apply a Water circularity focuses on reducing reliance on freshwater by extending the use of water within our
• Utilises a reverse osmosis system to reduce
reference value of 200 mgO₂/L, in line with regional operations."
apical,"This includes exploring opportunities for water reuse, recycling, and closed-loop systems where
monthly water usage by 30%
regulatory guidance8."
apical,"Managing Effluents 6 Resolution of the Regional Office for Sustainable Development in Apical advances water circularity by treating and reusing wastewater to minimise freshwater withdrawal and
Huelva declaring the modification of the industrial facilities linked reduce effluent discharge by reusing treated water for cooling towers, fire hydrants and domestic cleaning."
apical,"We are committed to responsible wastewater to the Integrated Environmental Authorisation of the biodiesel All effluent discharge from our facilities across Indonesia, China and Spain is within the national allowable
“La Rábida”, located in the municipality of Palos de la Frontera
management by ensuring that all palm oil refinery limit as it is closely monitored and treated before discharging them into the environment."
apical,"effluent (PORE) from our refineries and 7 Regional Ministry of Agriculture, Livestock, Fisheries and
oleochemical facilities is thoroughly treated, tested Sustainable Development, Regional Office for Sustainable Since 2024, our SDOM refinery has utilised a reverse osmosis system within its waste water treatment plant
and externally verified."
apical,"to recycle water for use in the cooling tower, saving approximately 30 m³ per day through increased water
8 Decree 109/2015 of 17 March, approving the Regulations on
designed to ensure that key quality parameters such reuse."
apical,"At AAJM, treated effluent is also recycled for cooling tower operations, with approximately 300 m³ per
Discharges into the Public Water Domain and the Public Maritime-
as biological oxygen demand (BOD) and chemical Terrestrial Domain of Andalusia."
apical,"Our refinery in Padang utilises a rainwater harvesting system as an alternative water source,
oxygen demand (COD), consistently remain within reducing freshwater withdrawal and harvesting approximately 4,109 m3 of rainwater in 2025."
apical,reduce reliance on freshwater sources while limiting discharge to the external environment.
apical,"Together, these policies reflect
adopt a corrective action-oriented approach, prioritising supplier engagement and capacity building
by our operations or supply chain, in
our ongoing commitment to fostering a socially
through Corrective Action Plans (CAPs)."
apical,"In 2025,
regarding child and forced labour across its global the Group maintained 100% compliance, with no
operations and supply chain."
apical,"empowerment, education, health, and
A primary goal of the initiative is to provide the necessary
environmental conservation."
apical,"This includes ethical
BIODIVERSITY, LAND & FOREST MANAGEMENT
1 recruitment, fair wages, worker rights (e.g., freedom of association and collective bargaining), efforts to
Deforestation prevention, forest conservation
eliminate forced and child labour."
apical,"We focus on ensuring that policies are followed and that employees and
Management practices to avoid deforestation across the company's value chain, including the commitment workers in the supply chain are treated with dignity and fairness, without discrimination based on gender,
to removing commodity-driven deforestation from its supply chains, in addition to remediation, recovery ethnicity, religion, nationality and sexual orientation."
apical,"This includes efforts to develop strategies PRODUCT RESPONSIBILITY
8
to mitigate and adapt to climate change (e.g., renewable energy procurement), manage climate risks,
Quality, safety, certifications
and improve energy efficiency across the company’s value chain, as well as any targets, programmes or
resources dedicated towards decarbonisation and carbon neutrality."
apical,reduce and responsibly dispose of or recycle waste in company operations and supply chain.
apical,"The primary GHGs in the Earth’s adoption of responsible palm oil production practices provided by processors, traders, consumer goods
the impact of releasing or avoiding the release of atmosphere are water vapour, carbon dioxide, by key players in the supply chain by developing manufacturers, and the RSPO."
apical,"ISO certification helps the Ministry of Environment of the Indonesia poverty, protect the planet, and ensure that all
performance."
apical,"These companies have adopted
Inventories
and supported practices to mitigate deforestation, • American Society of Heating, Refrigerating and
Task Force on Climate-Related Financial
Fresh fruit bunch (FFB) – The raw material for palm encourage sustainable land development, avoid Air-Conditioning Engineers (ASHRAE) blend
Disclosure (TCFD) – TCFD was created in composition
oil mills, harvested from oil palms."
